gauge_id,latitude,longitude,timestamp,name,obsTrend,waterLevelChange_feet,rfc_name,state_abbreviation,state_name,status_observed_floodCategory,status_observed_primary,status_observed_primaryUnit,status_observed_secondary,status_observed_secondaryUnit,wfo_abbreviation,wfo_name
TLUG1,34.73888889,-83.39555556,8/12/2025 11:00 AM,Tallulah River at TALLULAH FALLS DAM,Falling,-0.06,Southeast River Forecast Center,GA,Georgia,no_flooding,1499.02,ft,-999,kcfs,GSP,Greer
WHMS1,34.50916667,-81.59833333,8/12/2025 11:00 AM,Enoree River at Whitmire,No change,0,Southeast River Forecast Center,SC,South Carolina,no_flooding,17.81,ft,0.907,kcfs,CAE,West Columbia
WLLN7,35.85972222,-77.04027778,8/12/2025 11:00 AM,Roanoke River at Williamston,Rising,0.01,Southeast River Forecast Center,NC,North Carolina,no_flooding,5.61,ft,3.71,kcfs,MHX,Newport
CCKS1,33.81611111,-80.8275,8/12/2025 11:00 AM,Cedar Creek (Richland County) at Congaree NP Near Gadsden SC,Falling,-0.03,Southeast River Forecast Center,SC,South Carolina,no_flooding,6.99,ft,-999,kcfs,CAE,West Columbia
CTVG1,34.14277778,-84.83916667,8/12/2025 11:00 AM,Etowah River at GA 61 near Cartersville,Falling,-0.02,Southeast River Forecast Center,GA,Georgia,no_flooding,4.95,ft,0.446,kcfs,FFC,Peachtree City
DGTT1,35.957778,-83.546389,8/12/2025 11:00 AM,French Broad River below Douglas Dam,Falling,-0.32,Lower Mississippi River Forecast Center,TN,Tennessee,no_flooding,868.5,ft,-999,kcfs,MRX,Morristown
EZBT1,36.3559188,-82.2235467,8/12/2025 11:00 AM,Watauga River at Elizabethton,Rising,1.29,Lower Mississippi River Forecast Center,TN,Tennessee,no_flooding,4.27,ft,1.32,kcfs,MRX,Morristown
LABN7,35.42055556,-81.26527778,8/12/2025 11:00 AM,South Fork Catawba River near Laboratory,No change,0,Southeast River Forecast Center,NC,North Carolina,no_flooding,3.01,ft,0.594,kcfs,GSP,Greer
MIDN7,35.57083,-78.59056,8/12/2025 11:00 AM,Middle Creek near Clayton,Rising,0.09,Southeast River Forecast Center,NC,North Carolina,no_flooding,2.06,ft,-999,kcfs,RAH,Raleigh
NNRS1,35.03166667,-81.49361111,8/12/2025 11:00 AM,Broad River in NC/SC at Ninety Nine Islands Dam,Falling,-0.08,Southeast River Forecast Center,SC,South Carolina,no_flooding,102.14,ft,-999,kcfs,GSP,Greer
SEET1,35.58138889,-84.74805556,8/12/2025 11:00 AM,Sewee Creek at Decatur 5NE,Falling,-0.02,Lower Mississippi River Forecast Center,TN,Tennessee,no_flooding,0.27,ft,0.0822,kcfs,MRX,Morristown
WBTT1,35.608889,-84.778056,8/12/2025 11:00 AM,Tennessee River below Watts Bar Dam,Rising,0.31,Lower Mississippi River Forecast Center,TN,Tennessee,no_flooding,682.97,ft,-999,kcfs,MRX,Morristown
WCCS1,34.88927778,-81.0686944,8/12/2025 11:00 AM,Wildcat Creek below Rock Hill,Rising,0.82,Southeast River Forecast Center,SC,South Carolina,no_flooding,5.14,ft,0.357,kcfs,GSP,Greer
WLSS1,34.61472222,-82.44416667,8/12/2025 11:00 AM,Saluda River near WILLIAMSTON,Falling,-0.02,Southeast River Forecast Center,SC,South Carolina,no_flooding,4.56,ft,0.653,kcfs,GSP,Greer
WLVT1,35.7697,-83.6542,8/12/2025 11:00 AM,Waldens Creek 6WSW Pigeon Forge (Little Valley),No change,0,Lower Mississippi River Forecast Center,TN,Tennessee,no_flooding,1.03,ft,-999,kcfs,MRX,Morristown
BGSN7,34.71027778,-78.83638889,8/12/2025 11:00 AM,Big Swamp near Tarheel,Rising,0.02,Southeast River Forecast Center,NC,North Carolina,no_flooding,7,ft,0.059,kcfs,ILM,Wilmington
BHCG1,33.66138889,-83.92777778,8/12/2025 11:00 AM,Big Haynes Creek at Bald Rock Road near Milstead,Falling,-0.02,Southeast River Forecast Center,GA,Georgia,no_flooding,0.86,ft,-999,kcfs,FFC,Peachtree City
CHUN7,35.9419,-79.049,8/12/2025 11:00 AM,Booker Creek at SR 1751 near Chapel Hill,Falling,-0.01,Southeast River Forecast Center,NC,North Carolina,no_flooding,4.58,ft,-999,kcfs,RAH,Raleigh
DACG1,34.01027778,-83.89416667,8/12/2025 11:00 AM,Apalachee River near Fence Road near Dacula,No change,0,Southeast River Forecast Center,GA,Georgia,no_flooding,0.41,ft,0.0017,kcfs,FFC,Peachtree City
LOGG1,33.82138889,-83.9425,8/12/2025 11:00 AM,Brushy Fork Creek at Beaver Road near Loganville,Falling,-0.01,Southeast River Forecast Center,GA,Georgia,no_flooding,1.42,ft,0.0014,kcfs,FFC,Peachtree City
MHTT1,35.887222,-84.323333,8/12/2025 11:00 AM,Clinch River below Melton Hill Dam,No change,0,Lower Mississippi River Forecast Center,TN,Tennessee,no_flooding,740.8,ft,-999,kcfs,MRX,Morristown
PNFG1,33.72111111,-83.29555556,8/12/2025 11:00 AM,Oconee River near Penfield,Falling,-0.02,Southeast River Forecast Center,GA,Georgia,no_flooding,5.17,ft,1.01,kcfs,FFC,Peachtree City
SIMS1,34.65277778,-82.29777778,8/12/2025 11:00 AM,Reedy River near Highway 418,Falling,-0.18,Southeast River Forecast Center,SC,South Carolina,no_flooding,6.01,ft,0.234,kcfs,GSP,Greer
STPN7,34.83472222,-78.82416667,8/12/2025 11:00 AM,Cape Fear River at W.O. Huske Lock,Rising,0.01,Southeast River Forecast Center,NC,North Carolina,no_flooding,38.15,ft,10.8,kcfs,ILM,Wilmington
BCGN7,35.12713056,-78.9748306,8/12/2025 11:00 AM,Beaver Creek at Gruber Road at Fort Bragg,Falling,-0.01,Southeast River Forecast Center,NC,North Carolina,no_flooding,6.94,ft,-999,kcfs,RAH,Raleigh
BIRN7,35.461389,-83.353611,8/12/2025 11:00 AM,"Oconaluftee River below Contesky Dr, in Birdtown",Falling,-0.01,Lower Mississippi River Forecast Center,NC,North Carolina,no_flooding,1.74,ft,0.442,kcfs,GSP,Greer
BRBN7,35.71777778,-80.59583333,8/12/2025 11:00 AM,N Second Creek above Statesville Blvd (US 70) 4 S Woodleaf,Falling,-0.11,Southeast River Forecast Center,NC,North Carolina,no_flooding,3.61,ft,0.265,kcfs,GSP,Greer
EDSN7,36.52555556,-79.76555556,8/12/2025 11:00 AM,Smith River at Eden,No change,0,Southeast River Forecast Center,NC,North Carolina,no_flooding,2.58,ft,0.461,kcfs,RNK,Blacksburg
ERRG1,34.25638889,-85.15055556,8/12/2025 11:00 AM,Etowah River at Coosa Valley Fairgrounds at Rome,Rising,0.08,Southeast River Forecast Center,GA,Georgia,no_flooding,4.69,ft,-999,kcfs,FFC,Peachtree City
NFPG1,33.90583333,-84.225,8/12/2025 11:00 AM,North Fork Peachtree Creek at Graves Road near Norcross,No change,0,Southeast River Forecast Center,GA,Georgia,no_flooding,1.55,ft,-999,kcfs,FFC,Peachtree City
NICG1,33.80333333,-84.52138889,8/12/2025 11:00 AM,Nickajack Creek at US Highway 78 and 278 near Mableton,Falling,-0.01,Southeast River Forecast Center,GA,Georgia,no_flooding,1.46,ft,0.0016,kcfs,FFC,Peachtree City
OCTT1,35.0966,-84.6541,8/12/2025 11:00 AM,Ocoee Dam #1 Tailwater at Parksville,Rising,0.12,Lower Mississippi River Forecast Center,TN,Tennessee,no_flooding,713.23,ft,-999,kcfs,MRX,Morristown
RCKN7,34.94583333,-79.86972222,8/12/2025 11:00 AM,Pee Dee River near Rockingham,No change,0,Southeast River Forecast Center,NC,North Carolina,no_flooding,4.04,ft,7.91,kcfs,RAH,Raleigh
BCFN7,35.044521,-78.890172,8/12/2025 11:00 AM,Blounts Creek at Winslow St at Fayetteville,Falling,-0.05,Southeast River Forecast Center,NC,North Carolina,no_flooding,4.15,ft,-999,kcfs,RAH,Raleigh
CHEN7,35.44777778,-83.93888889,8/12/2025 11:00 AM,Little Tennessee River at Cheoah Dam,Rising,0.01,Lower Mississippi River Forecast Center,NC,North Carolina,no_flooding,1150.32,ft,-999,kcfs,GSP,Greer
MBHG1,33.72916667,-83.93722222,8/12/2025 11:00 AM,Big Haynes Creek at Jack Turner Dam near Milstead,Falling,-0.01,Southeast River Forecast Center,GA,Georgia,no_flooding,2.6,ft,0.0614,kcfs,FFC,Peachtree City
OAKT1,35.9831307,-84.557992,8/12/2025 11:00 AM,Emory River at Oakdale,Falling,-0.01,Lower Mississippi River Forecast Center,TN,Tennessee,no_flooding,2.29,ft,0.0786,kcfs,MRX,Morristown
SRCS1,34.52,-82.15722222,8/12/2025 11:00 AM,South Rabon Creek near Gray Court,Rising,0.01,Southeast River Forecast Center,SC,South Carolina,no_flooding,0.13,ft,-999,kcfs,GSP,Greer
BLTN7,35.568333,-82.544722,8/12/2025 11:00 AM,"Swannanoa River below Hendersonville Rd (NC 81), in Biltmore Village (2 S Asheville)",No change,0,Lower Mississippi River Forecast Center,NC,North Carolina,no_flooding,1.62,ft,0.0775,kcfs,GSP,Greer
CSQG1,34.61861111,-83.52888889,8/12/2025 11:00 AM,Soque River at GA 197 NR Clarkesville,No change,0,Southeast River Forecast Center,GA,Georgia,no_flooding,4.11,ft,0.158,kcfs,GSP,Greer
CTBS1,34.83611111,-80.87972222,8/12/2025 11:00 AM,Catawba River above Catawba,Falling,-0.22,Southeast River Forecast Center,SC,South Carolina,no_flooding,8.05,ft,6.58,kcfs,GSP,Greer
GADS1,33.81055556,-80.86722222,8/12/2025 11:00 AM,Congaree River at Congaree National Park,Rising,0.06,Southeast River Forecast Center,SC,South Carolina,no_flooding,9.89,ft,11,kcfs,CAE,West Columbia
HOLG1,34.71666667,-84.77,8/12/2025 11:00 AM,Holly Creek near Chatsworth,Rising,0.13,Southeast River Forecast Center,GA,Georgia,no_flooding,2.35,ft,0.0805,kcfs,FFC,Peachtree City
KTRG1,34.24277778,-84.88972222,8/12/2025 11:00 AM,Two Run Creek near Kingston,No change,0,Southeast River Forecast Center,GA,Georgia,no_flooding,1.21,ft,0.0066,kcfs,FFC,Peachtree City
MTCS1,34.07138889,-82.50083333,8/12/2025 11:00 AM,Little River near Mt Carmel,Falling,-0.19,Southeast River Forecast Center,SC,South Carolina,no_flooding,10.84,ft,2.35,kcfs,GSP,Greer
PACG1,34.16194444,-83.525,8/12/2025 11:00 AM,Parks Creek at Lyle Field Road near Jefferson,No change,0,Southeast River Forecast Center,GA,Georgia,no_flooding,2.97,ft,-999,kcfs,FFC,Peachtree City
PAMN7,35.54333333,-77.06194444,8/12/2025 11:00 AM,Pamlico River at Washington (in MLLW),Rising,0.02,Southeast River Forecast Center,NC,North Carolina,no_flooding,3.03,ft,-999,kcfs,MHX,Newport
PCTG1,33.7759722,-84.4406111,8/12/2025 11:00 AM,Proctor Creek near Atlanta,No change,0,Southeast River Forecast Center,GA,Georgia,no_flooding,1.21,ft,0.0021,kcfs,FFC,Peachtree City
PGVN7,35.61666667,-77.37277778,8/12/2025 11:00 AM,Tar River at Greenville,Falling,-0.09,Southeast River Forecast Center,NC,North Carolina,no_flooding,7.64,ft,3.16,kcfs,MHX,Newport
RDBG1,34.56416667,-84.83305556,8/12/2025 11:00 AM,Coosawattee River near Pine Chapel / Redbud,Falling,-0.02,Southeast River Forecast Center,GA,Georgia,no_flooding,5.04,ft,0.721,kcfs,FFC,Peachtree City
TIGG1,34.79472222,-83.54027778,8/12/2025 11:00 AM,Tallulah River at BURTON DAM,Rising,0.01,Southeast River Forecast Center,GA,Georgia,no_flooding,1865.15,ft,-999,kcfs,GSP,Greer
CODN7,35.50388889,-80.73638889,8/12/2025 11:00 AM,Coddle Creek at SR 1612 NR DAVIDSON,No change,0,Southeast River Forecast Center,NC,North Carolina,no_flooding,2.13,ft,0.0364,kcfs,GSP,Greer
SBNV2,36.69333333,-78.90055556,8/12/2025 11:00 AM,Dan River at South Boston,Rising,0.01,Southeast River Forecast Center,VA,Virginia,no_flooding,6.93,ft,1.34,kcfs,RNK,Blacksburg
SCON7,36.20916667,-77.38388889,8/12/2025 11:00 AM,Roanoke River near Scotland Neck,Falling,-0.09,Southeast River Forecast Center,NC,North Carolina,no_flooding,12.57,ft,7.27,kcfs,RAH,Raleigh
TLNG1,34.66666667,-84.92833333,8/12/2025 11:00 AM,Conasauga River at Tilton,No change,0,Southeast River Forecast Center,GA,Georgia,no_flooding,2.91,ft,0.304,kcfs,FFC,Peachtree City
CCKV2,36.64583333,-80.91944444,8/12/2025 11:00 AM,Chestnut Creek at Galax,Falling,-0.02,Ohio River Forecast Center,VA,Virginia,no_flooding,1.62,ft,0.0639,kcfs,RNK,Blacksburg
CHAG1,33.81694444,-84.48,8/12/2025 11:00 AM,Chattahoochee River at GA 280 near Atlanta,Falling,-0.27,Southeast River Forecast Center,GA,Georgia,no_flooding,5.96,ft,2.07,kcfs,FFC,Peachtree City
CRLT1,36.168,-83.5041,8/12/2025 11:00 AM,Holston River below Cherokee Dam,No change,0,Lower Mississippi River Forecast Center,TN,Tennessee,no_flooding,926.14,ft,-999,kcfs,MRX,Morristown
CSFS1,34.63194444,-80.18138889,8/12/2025 11:00 AM,Black Creek (SC) below Chesterfield,Falling,-0.02,Southeast River Forecast Center,SC,South Carolina,no_flooding,7.35,ft,-999,kcfs,CAE,West Columbia
EFFS1,34.05138889,-79.75416667,8/12/2025 11:00 AM,Lynches River at Effingham,Falling,-0.02,Southeast River Forecast Center,SC,South Carolina,no_flooding,8.07,ft,1.41,kcfs,ILM,Wilmington
FAYN7,35.04722,-78.85805,8/12/2025 11:00 AM,Cape Fear River at Fayetteville,Rising,0.04,Southeast River Forecast Center,NC,North Carolina,no_flooding,19.75,ft,12,kcfs,RAH,Raleigh
GILS1,33.98944444,-80.97444444,8/12/2025 11:00 AM,Gills Creek at Columbia,Falling,-0.01,Southeast River Forecast Center,SC,South Carolina,no_flooding,1.58,ft,0.0284,kcfs,CAE,West Columbia
NEPT1,35.96055556,-83.17444444,8/12/2025 11:00 AM,Pigeon River at Newport,Falling,-0.27,Lower Mississippi River Forecast Center,TN,Tennessee,no_flooding,3.45,ft,0.781,kcfs,MRX,Morristown
SDRV2,36.61944444,-79.50444444,8/12/2025 11:00 AM,Sandy River near Danville,No change,0,Southeast River Forecast Center,VA,Virginia,no_flooding,1.26,ft,0.0434,kcfs,RNK,Blacksburg
SFMG1,33.66611111,-84.22472222,8/12/2025 11:00 AM,South River at Flakes Mill Road near Snapfinger,Falling,-0.01,Southeast River Forecast Center,GA,Georgia,no_flooding,2.49,ft,0.057,kcfs,FFC,Peachtree City
TOMN7,34.75472222,-78.28916667,8/12/2025 11:00 AM,Black River near Tomahawk,Rising,0.01,Southeast River Forecast Center,NC,North Carolina,no_flooding,9.86,ft,1.74,kcfs,RAH,Raleigh
WLBK2,36.74333333,-84.15611111,8/12/2025 11:00 AM,Cumberland River at Williamsburg,No change,0,Ohio River Forecast Center,KY,Kentucky,no_flooding,3.39,ft,0.537,kcfs,JKL,Jackson
WSSN7,35.757912,-78.623826,8/12/2025 11:00 AM,Walnut Creek (NC) at S. State St.,Falling,-0.04,Southeast River Forecast Center,NC,North Carolina,no_flooding,3.46,ft,-999,kcfs,RAH,Raleigh
YNHG1,34.67972222,-83.33,8/12/2025 11:00 AM,Tugalo River at YONAH DAM,Falling,-0.09,Southeast River Forecast Center,GA,Georgia,no_flooding,743.16,ft,-999,kcfs,GSP,Greer
BCRS1,34.24361111,-79.745,8/12/2025 11:00 AM,Black Creek (SC) near Quinby,Falling,-0.02,Southeast River Forecast Center,SC,South Carolina,no_flooding,5.37,ft,0.471,kcfs,ILM,Wilmington
BDMS1,34.9868083,-81.00833889,8/12/2025 11:00 AM,Big Dutchman Creek at Rock Hill,Falling,-0.03,Southeast River Forecast Center,SC,South Carolina,no_flooding,2.62,ft,0.107,kcfs,GSP,Greer
BVDG1,34.16861111,-82.89666667,8/12/2025 11:00 AM,Beaverdam Creek above Elberton,Rising,0.01,Southeast River Forecast Center,GA,Georgia,no_flooding,2.09,ft,0.0162,kcfs,GSP,Greer
DLNG1,34.78844444,-84.9750278,8/12/2025 11:00 AM,Mill Creek at Dalton,Rising,0.01,Southeast River Forecast Center,GA,Georgia,no_flooding,4.33,ft,0.0199,kcfs,FFC,Peachtree City
EFDN7,36.15083333,-77.69305556,8/12/2025 11:00 AM,Fishing Creek near Enfield,No change,0,Southeast River Forecast Center,NC,North Carolina,no_flooding,4.09,ft,0.223,kcfs,RAH,Raleigh
GALS1,34.05694444,-79.24722222,8/12/2025 11:00 AM,Little Pee Dee River near Galivants Ferry,Rising,0.02,Southeast River Forecast Center,SC,South Carolina,action,8.03,ft,3.17,kcfs,ILM,Wilmington
HALV2,36.77638889,-78.91611111,8/12/2025 11:00 AM,Banister River at Halifax,No change,0,Southeast River Forecast Center,VA,Virginia,no_flooding,3.3,ft,0.185,kcfs,RNK,Blacksburg
HOFN7,35.06055556,-79.49416667,8/12/2025 11:00 AM,Drowning Creek at Hoffman,Rising,0.05,Southeast River Forecast Center,NC,North Carolina,no_flooding,4.12,ft,-999,kcfs,RAH,Raleigh
HOKN7,35.42888889,-77.5825,8/12/2025 11:00 AM,Contentnea Creek at Hookerton,Rising,0.1,Southeast River Forecast Center,NC,North Carolina,no_flooding,11.38,ft,1.47,kcfs,MHX,Newport
HWDS1,34.50833333,-82.85527778,8/12/2025 11:00 AM,Savannah River at Lake Hartwell,Falling,-0.03,Southeast River Forecast Center,SC,South Carolina,no_flooding,658.14,ft,-999,kcfs,GSP,Greer
KGTG1,34.20888889,-84.97861111,8/12/2025 11:00 AM,Etowah River near Kingston,Falling,-0.18,Southeast River Forecast Center,GA,Georgia,no_flooding,4.45,ft,1.31,kcfs,FFC,Peachtree City
REDN7,36.175,-81.16888889,8/12/2025 11:00 AM,Reddies River at N. Wilkesboro,Falling,-0.01,Southeast River Forecast Center,NC,North Carolina,no_flooding,1.28,ft,0.103,kcfs,RNK,Blacksburg
RHIS1,34.98472222,-80.97416667,8/12/2025 11:00 AM,Catawba River above  Rock Hill,Falling,-0.01,Southeast River Forecast Center,SC,South Carolina,no_flooding,3.79,ft,1.61,kcfs,GSP,Greer
STRS1,34.38305556,-82.5775,8/12/2025 11:00 AM,Rocky River SC near Starr,No change,0,Southeast River Forecast Center,SC,South Carolina,no_flooding,3.95,ft,0.121,kcfs,GSP,Greer
TIGT1,35.8078,-83.5879,8/12/2025 11:00 AM,Waldens Creek 2NW Pigeon Forge (Tiger Drive),Falling,-0.01,Lower Mississippi River Forecast Center,TN,Tennessee,no_flooding,2.36,ft,-999,kcfs,MRX,Morristown
TLRT1,35.36194444,-84.27916667,8/12/2025 11:00 AM,Tellico River near Tellico Plains,Rising,0.04,Lower Mississippi River Forecast Center,TN,Tennessee,no_flooding,1,ft,0.104,kcfs,MRX,Morristown
TUGG1,34.71166667,-83.35138889,8/12/2025 11:00 AM,Tallulah River at TUGALO DAM,Rising,0.09,Southeast River Forecast Center,GA,Georgia,no_flooding,890.22,ft,-999,kcfs,GSP,Greer
BIGG1,33.81527778,-83.99013889,8/12/2025 11:00 AM,Big Haynes Creek at Lenora Road near Snellville,Falling,-0.03,Southeast River Forecast Center,GA,Georgia,no_flooding,3.02,ft,0.0138,kcfs,FFC,Peachtree City
BLAS1,35.137628,-81.597906,8/12/2025 11:00 AM,"Broad River at Gaston Shoals Reservoir/Gaston Shoals Dam, 5 WNW Blacksburg",Falling,-0.14,Southeast River Forecast Center,SC,South Carolina,no_flooding,97.67,ft,-999,kcfs,GSP,Greer
CRCT1,36.37972222,-83.04666667,8/12/2025 11:00 AM,Crockett Creek below Rogersville,No change,0,Lower Mississippi River Forecast Center,TN,Tennessee,no_flooding,0.59,ft,0.0006,kcfs,MRX,Morristown
DLBG1,34.62916667,-84.91722222,8/12/2025 11:00 AM,Conasauga River at Sloan Bridge below Dalton,No change,0,Southeast River Forecast Center,GA,Georgia,no_flooding,0.15,ft,-999,kcfs,FFC,Peachtree City
FONN7,35.45055556,-83.80555556,8/12/2025 11:00 AM,Little Tennessee River at FONTANA DAM TVA,Rising,0.02,Lower Mississippi River Forecast Center,NC,North Carolina,no_flooding,1699.68,ft,-999,kcfs,GSP,Greer
KINS1,33.66111111,-79.83611111,8/12/2025 11:00 AM,Black River at Kingstree,Rising,0.01,Southeast River Forecast Center,SC,South Carolina,no_flooding,5.14,ft,0.311,kcfs,ILM,Wilmington
LNGS1,33.9125,-78.71527778,8/12/2025 11:00 AM,Waccamaw River at Longs,Rising,0.01,Southeast River Forecast Center,SC,South Carolina,action,11.93,ft,5.53,kcfs,ILM,Wilmington
MCKN7,35.845,-80.658889,8/12/2025 11:00 AM,"S Yadkin River below Foster Rd, 6 SW Mocksville",Falling,-0.01,Southeast River Forecast Center,NC,North Carolina,no_flooding,3.08,ft,0.334,kcfs,GSP,Greer
MODS1,33.72916667,-82.18194444,8/12/2025 11:00 AM,Stevens Creek near Modoc,Rising,1.02,Southeast River Forecast Center,SC,South Carolina,no_flooding,4.98,ft,1.06,kcfs,CAE,West Columbia
NICS1,34.225833,-79.13444,8/12/2025 11:00 AM,Lumber River near Nichols,Rising,0.01,Southeast River Forecast Center,SC,South Carolina,action,18.15,ft,2.63,kcfs,ILM,Wilmington
PDES1,34.20416667,-79.54861111,8/12/2025 11:00 AM,Pee Dee River at Pee Dee,Falling,-0.1,Southeast River Forecast Center,SC,South Carolina,no_flooding,10.11,ft,6.74,kcfs,ILM,Wilmington
RBDS1,34.10111111,-82.61805556,8/12/2025 11:00 AM,Russell Lake near Savannah River,Rising,0.01,Southeast River Forecast Center,SC,South Carolina,no_flooding,473.05,ft,-999,kcfs,GSP,Greer
RRDN7,36.46027778,-77.63444444,8/12/2025 11:00 AM,Roanoke River at Roanoke Rapids,No change,0,Southeast River Forecast Center,NC,North Carolina,no_flooding,3.42,ft,2.74,kcfs,RAH,Raleigh
RWLG1,33.98583333,-84.31611111,8/12/2025 11:00 AM,Chattahoochee River above Roswell,Falling,-0.18,Southeast River Forecast Center,GA,Georgia,no_flooding,4.29,ft,2.31,kcfs,FFC,Peachtree City
TERG1,34.7656,-83.41673,8/12/2025 11:00 AM,Tallulah River at MATHIS-TERRORA DAM,Rising,0.06,Southeast River Forecast Center,GA,Georgia,no_flooding,1688.82,ft,-999,kcfs,GSP,Greer
WKSN7,36.1525,-81.14555556,8/12/2025 11:00 AM,Yadkin River at Wilkesboro,Falling,-0.01,Southeast River Forecast Center,NC,North Carolina,no_flooding,2.47,ft,0.682,kcfs,RNK,Blacksburg
SLGN7,36.4532,-76.0692,8/12/2025 11:05 AM,Currituck Sound near Buckskin Creek at NC 168 near Sligo,Rising,0.01,Southeast River Forecast Center,NC,North Carolina,no_flooding,0.76,ft,-999,kcfs,AKQ,Wakefield
RFCN7,34.7405,-77.9814,8/12/2025 11:05 AM,Little Rockfish Creek at Wallace,No change,0,Southeast River Forecast Center,NC,North Carolina,no_flooding,1.5,ft,-999,kcfs,MHX,Newport
RFYN7,34.961029,-78.899607,8/12/2025 11:05 AM,Rockfish Creek at Research Dr near Fayetteville,Rising,0.01,Southeast River Forecast Center,NC,North Carolina,no_flooding,3.43,ft,-999,kcfs,RAH,Raleigh
RMLN7,35.910822,-75.669072,8/12/2025 11:05 AM,Shallowbag Bay at Manteo (in MLLW),No change,0,Southeast River Forecast Center,NC,North Carolina,no_flooding,0.67,ft,-999,kcfs,MHX,Newport
SFBN7,36.2764,-81.5521,8/12/2025 11:05 AM,South Fork New River at SR 1100 near Brownwood,No change,0,Ohio River Forecast Center,NC,North Carolina,no_flooding,4.08,ft,-999,kcfs,RNK,Blacksburg
SPBN7,35.5546,-77.75134,8/12/2025 11:05 AM,Contentnea Creek at Speights Bridge,Rising,0.02,Southeast River Forecast Center,NC,North Carolina,no_flooding,13.9,ft,-999,kcfs,MHX,Newport
SNHN7,35.4568,-77.67,8/12/2025 11:05 AM,Contentnea Creek at Snow Hill,Rising,0.01,Southeast River Forecast Center,NC,North Carolina,no_flooding,13.86,ft,-999,kcfs,MHX,Newport
STNN7,35.5861,-77.8115,8/12/2025 11:05 AM,Contentnea Creek near Stantonsburg,Falling,-0.01,Southeast River Forecast Center,NC,North Carolina,no_flooding,13.81,ft,-999,kcfs,MHX,Newport
VAAN7,35.2969,-77.1491,8/12/2025 11:05 AM,Swift Creek at Vanceboro,Rising,0.05,Southeast River Forecast Center,NC,North Carolina,no_flooding,5.75,ft,-999,kcfs,MHX,Newport
SCGN7,35.376,-77.96,8/12/2025 11:05 AM,Stony Creek at Bus US 70,Falling,-0.07,Southeast River Forecast Center,NC,North Carolina,no_flooding,6.68,ft,-999,kcfs,RAH,Raleigh
SPDN7,35.9739,-77.4518,8/12/2025 11:05 AM,Deep Creek (NC) at Dickens Rd,No change,0,Southeast River Forecast Center,NC,North Carolina,no_flooding,3.88,ft,-999,kcfs,RAH,Raleigh
BFCG1,33.82138889,-84.27472222,8/12/2025 11:05 AM,Burnt Fork Creek at Millwood Way near Clarkston,No change,0,Southeast River Forecast Center,GA,Georgia,no_flooding,1.18,ft,-999,kcfs,FFC,Peachtree City
RFYN7,34.961029,-78.899607,8/12/2025 11:05 AM,Rockfish Creek at Research Dr near Fayetteville,Rising,0.01,Southeast River Forecast Center,NC,North Carolina,no_flooding,3.43,ft,-999,kcfs,RAH,Raleigh
ALDN7,36.43833333,-81.65416667,8/12/2025 11:05 AM,North Fork New River at Ashland,Rising,0.01,Ohio River Forecast Center,NC,North Carolina,no_flooding,1.41,ft,-999,kcfs,RNK,Blacksburg
BVCN7,35.0738,-78.9767,8/12/2025 11:05 AM,Beaver Creek (NC) at Morganton Rd,No change,0,Southeast River Forecast Center,NC,North Carolina,no_flooding,9.01,ft,-999,kcfs,RAH,Raleigh
LHMN7,34.9722,-78.9453,8/12/2025 11:05 AM,Little Rockfish Creek at Lakeview Rd near Hope Mills,No change,0,Southeast River Forecast Center,NC,North Carolina,no_flooding,3.15,ft,-999,kcfs,RAH,Raleigh
HNTN7,35.73941,-81.678973,8/12/2025 11:05 AM,Hunting Creek at Morganton,No change,0,Southeast River Forecast Center,NC,North Carolina,no_flooding,2.16,ft,-999,kcfs,GSP,Greer
HWBN7,36.136069,-79.426323,8/12/2025 11:05 AM,Haw River at NC-62,Falling,-0.01,Southeast River Forecast Center,NC,North Carolina,no_flooding,2.17,ft,-999,kcfs,RAH,Raleigh
MCFN7,36.0475,-80.3665,8/12/2025 11:05 AM,Muddy Creek (NC) above Muddy Creek at I-40 nr Clemmons,Falling,-0.04,Southeast River Forecast Center,NC,North Carolina,no_flooding,3.37,ft,-999,kcfs,RAH,Raleigh
IVNV2,36.83472222,-80.95277778,8/12/2025 11:05 AM,New River at Ivanhoe,Falling,-0.01,Ohio River Forecast Center,VA,Virginia,no_flooding,2.94,ft,1.59,kcfs,RNK,Blacksburg
LCSN7,34.7695,-79.4493,8/12/2025 11:05 AM,Leith Creek above East Church St,No change,0,Southeast River Forecast Center,NC,North Carolina,no_flooding,5.21,ft,-999,kcfs,RAH,Raleigh
NPRN7,34.9356,-79.7641,8/12/2025 11:05 AM,North Prong Falling Creek at Rockingham Rd,Rising,0.01,Southeast River Forecast Center,NC,North Carolina,no_flooding,1.75,ft,-999,kcfs,RAH,Raleigh
FRMN7,35.6067,-77.5747,8/12/2025 11:05 AM,Little Contentnea Creek at Farmville,Falling,-0.01,Southeast River Forecast Center,NC,North Carolina,no_flooding,6.01,ft,-999,kcfs,MHX,Newport
CNWN7,35.701,-77.9655,8/12/2025 11:05 AM,Contentnea Creek at US 301,Rising,0.01,Southeast River Forecast Center,NC,North Carolina,no_flooding,6.07,ft,-999,kcfs,RAH,Raleigh
