old_id,trackID,name,joinID,symbolname,symbolentity,symbolset,identity,specialentitysubtype,sidc,x,y,sequence,order,time
6162,514,P-16,9125,Engineer Equipment : Mine Clearing Equipment,130900,15,3,98,,54.04961283,38.09875797,6,6.00514,
6174,515,M37,9126,Weapon (Sea Subsurface) : Torpedo,130100,35,1,,,55.22923886,39.28275722,6,6.00515,
6186,516,M37,9127,Weapon (Sea Subsurface),130000,35,1,,,55.22931089,39.28287557,6,6.00516,
6198,517,Bakı-Ələt-Qazax-Gürcüstan yolu,9128,Utility Vehicles : Tow Truck,141200,15,3,98,,48.68438845,40.15581953,6,6.00517,
6210,518,Bakı-Ələt-Qazax-Gürcüstan yolu,9129,Protection : Diving,140400,10,3,97,,48.89860059,40.00842097,6,6.00518,
6222,519,улица Мира,9130,Sustainment : Administrative,163698,10,3,,,46.76103785,43.58644952,6,6.00519,
6234,520,река Манаши,9131,,,30,1,,,53.83856507,44.47265811,6,6.0052,
6246,521,کمربندی,9132,,110100,54,1,,,58.65572824,36.18454052,6,6.00521,
6258,522,M37,9134,Unspecified,0,35,6,,,59.44966504,37.50481019,6,6.00522,
6270,523,M37,9135,Weapon (Sea Subsurface) : Improvised Explosive Device (IED),130200,35,6,,,59.46094833,37.49583339,6,6.00523,
6282,524,P-35,9136,Incident : Criminal Activity Incident : Home Eviction,110112,40,3,,,61.18861222,40.58688483,6,6.00524,
6294,525,بزرگراه هرات- مزارشریف,9137,Weapon/Weapon System : Howitzer,110900,15,3,98,,63.31919876,35.13316978,6,6.00525,
6306,526,Mary-Serhetabat Trassa,9138,Other Equipment : Bomb,200200,15,3,98,,62.58282464,36.42375304,6,6.00526,
6318,527,Türkmenbaşy şaýoly,9139,Unspecified,0,30,3,,,64.31561605,38.34589759,6,6.00527,
6330,528,,9140,Sustainment : Administrative,160100,10,3,,,57.9856626,43.63179879,6,6.00528,
6342,529,р. Арысь,9141,Military (Air) : Fixed-Wing : Combat Search and Rescue (CSAR),110120,1,3,,,67.49501969,43.76779701,6,6.00529,
6354,530,р. Арысь,9142,Military (Air) : Fixed-Wing : Antisurface Warfare,110117,1,3,,,67.49727165,43.76583758,6,6.0053,
6366,531,قومی شاہراہ,9143,Sea Mine-General : Sea Mine-Floating,110300,36,3,,,69.72434911,28.14265745,6,6.00531,
6378,532,قومی شاہراہ,9144,Sea Mine-General : Sea Mine-Other Position,110500,36,3,,,69.72468138,28.14320811,6,6.00532,
6390,533,مُلتان- سكھر موٹروے,9145,Civilian (Space) : Astronomical Satellite,120400,5,3,,,68.88156805,27.64531694,6,6.00533,
6402,534,SAM Road,9146,Movement and Maneuver : Antitank/Antiarmor : Armored,120401,10,3,,,70.25222163,27.64597324,6,6.00534,
6414,535,,9147,Protection : Security,141700,10,3,,,72.13454077,27.023157,6,6.00535,
6426,536,,9148,Sustainment : Replacement Holding Unit,150400,10,3,,,74.42364104,23.76485284,6,6.00536,
6438,537,NH27,9149,Civilian Vehicle : Tractor Trailer with Flatbed,160700,15,3,98,,77.14375299,25.23367219,6,6.00537,
6450,538,Kota Bypass,9150,Other Equipment : Emergency Medical Operation : Medical Evacuation Helicopter,201501,15,3,98,,77.1237885,25.19849029,6,6.00538,
6462,539,,9151,Other Equipment : Sustainment Shipments,201200,15,3,98,,78.88911295,23.55609427,6,6.00539,
6474,540,,9152,Other Equipment : CBRN Equipment,200400,15,3,98,,78.89310571,23.55002878,6,6.0054,
6486,541,Sheopur Bypass,9153,Sustainment : Maintenance,161100,10,3,,,76.9911366,25.92477923,6,6.00541,
6498,542,Eastern Peripheral Expressway,9154,Protection : CBRN Defense : Motorized,140102,10,3,71,,77.1026135,28.91697353,6,6.00542,
6510,543,Eastern Peripheral Expressway,9155,Protection : Combat Support (Maneuver Enhancement),140200,10,3,95,,77.10327865,28.91675031,6,6.00543,
6522,544,Yamuna Expressway,9156,Weapon/Weapon System : Surface-to-Surface Missile Launcher : Heavy,111303,15,3,98,,78.09416179,27.13674774,6,6.00544,
6534,545,Agra - Lucknow Expressway,9157,Fires : Field Artillery : Target Acquisition,130302,10,3,,,79.56695153,27.0479653,6,6.00545,
6546,546,Sakhi Sarwar Road,9158,Weapon/Weapon System : Air Defense Missile Launcher : Heavy TLAR,111108,15,3,98,,69.58050687,30.47273543,6,6.00546,
6558,547,Qilla Saifullah Road,9159,Weapon/Weapon System : Missile Launcher : Medium,111002,15,3,98,,69.73293281,31.34895719,6,6.00547,
6570,548,ایم 2 موٹروے,9161,Military (Air) : Fixed-Wing : Reconnaissance,110111,1,3,,,72.6560895,32.84270484,6,6.00548,
6582,549,ایم 2 موٹروے,9162,Military (Air) : Fixed-Wing : Trainer,110112,1,3,,,72.65620028,32.84322996,6,6.00549,
6594,550,,9163,Sea Mine-General : Sea Mine-Rising,110400,36,3,,,77.79898871,30.84516488,6,6.0055,
6606,551,,9164,Movement and Maneuver : Air Traffic Services/Airfield Operations,120200,10,3,,,75.68125905,33.39704954,6,6.00551,
6618,552,Shimla Bridge,9165,Military (Air) : Lighter Than Air,110500,1,3,,,78.59160376,31.98259071,6,6.00552,
6630,553,Tandi Bridge,9166,,,,7,,,77.63828379,33.08795215,6,6.00553,
6642,554,Padum Kargil Road,9167,Civilian (Sea Subsurface) : Autonomous Underwater Vehicle (AUV),120200,35,3,,,76.28174991,34.05031848,6,6.00554,
6654,555,Kotma Bypass,9168,Military Noncombatant : Auxiliary Ship : Submarine Tender,130112,30,3,,,82.26722846,23.29452789,6,6.00555,
6666,556,Varanasi Bypass Expressway - Vishwa Sundari Bridge,9169,Military (Sea Subsurface) : Submarine,110100,35,6,,,83.33085372,25.25500021,6,6.00556,
6678,557,Varanasi Bypass Expressway - Vishwa Sundari Bridge,9170,Weapon (Air) : Decoy,130200,1,3,,,84.3617308,24.75049663,6,6.00557,
6690,558,NH19,9171,Installation : Law Enforcement : Border Patrol,112102,20,3,,,85.69227212,24.12837281,6,6.00558,
6702,559,Agra - Lucknow Expressway,9172,Military Combatant : Mine Warfare Ship : Mine Countermeasures,120405,30,3,,,79.79286052,27.01287267,6,6.00559,
6714,560,East–West Corridor,9173,Infrastructure : Agriculture and Food : Farm/Ranch,120104,20,3,,,86.17302321,26.22293062,6,6.0056,
6726,561,聂拉木大桥,9174,Device Type : Domain Server,140600,60,3,,,86.11171092,28.62767988,6,6.00561,
6738,562,,9175,Military (Sea Subsurface) : Diver,110500,35,4,,,79.06094115,29.8249738,6,6.00562,
6750,563,,9176,Civilian (Sea Subsurface) : Diver,120300,35,1,,,80.08902949,29.47317022,6,6.00563,
6762,564,新藏公路,9177,Incident : Shooting,110400,40,3,,,82.37723811,30.61382037,6,6.00564,
6774,565,道玛尼隧道,9178,Military (Space) : Satellite,110700,5,3,,,80.42104228,33.6860682,6,6.00565,
6786,566,,9179,Civilian (Land Civilian) : Composite Loss,110900,11,6,,,84.06547932,32.32490086,6,6.00566,
6798,567,叶孜线,9180,Weapon (Sea Subsurface),130000,35,6,,,86.70444528,29.44515367,6,6.00567,
6810,568,嘎定线,9181,Sustainment : Mortuary Affairs/Graves Registration,161600,10,3,,,88.28450295,28.21797954,6,6.00568,
6822,569,青岛西路,9182,Protection : Engineer : Mechanized,140701,10,3,71,,88.55241339,29.35736286,6,6.00569,
6834,570,,9183,Protection : CBRN Defense : Reconnaissance,162997,10,3,25,,90.01892342,29.34088693,6,6.0057,
6846,571,甲仁路,9184,Weapon/Weapon System : Air Defense Missile Launcher : Heavy TELAR,111109,15,3,98,,89.1659898,30.4466245,6,6.00571,
6858,572,格桑路,9185,Other Equipment : Tent,201300,15,3,98,,90.60737278,29.18813266,6,6.00572,
6870,573,,9186,Health and Status : Normal,130100,60,3,,,88.95884023,31.47424699,6,6.00573,
6882,574,Nowshera-Chitral Road,9187,Military (Sea Subsurface),110000,35,6,,,71.87813616,35.2097107,6,6.00574,
6894,575,喀喇昆仑公路 / قاراقۇرۇم تاشيولى,9188,Incident : Criminal Activity Incident : Theft,110117,40,3,,,74.31183263,36.01769763,6,6.00575,
6906,576,ЭМ-03,9189,Weapon/Weapon System : Recoilless Gun,110800,15,3,98,,71.56690649,39.35075012,6,6.00576,
6918,577,кӯчаи Карамшоев,9190,Weapon/Weapon System : Single Rocket Launcher : Light,111501,15,3,98,,72.10725733,36.86274931,6,6.00577,
6930,578,кӯчаи Ленин,9191,Sea Mine Decoy,130000,36,3,,,71.27360571,37.97807182,6,6.00578,
6942,579,Srinagar Bypass,9192,Military Noncombatant : Auxiliary Ship : Ammunition Ship,130101,30,3,,,75.41176626,34.26788403,6,6.00579,
6954,580,Srinagar-Leh Highway,9193,Sea Mine-General : Neutralized : Neutralized Mine-Other Position,110905,36,3,,,76.80910243,34.29288558,6,6.0058,
6966,581,新藏公路 / شىنجاڭ - شىزاڭ تاشيولى,9194,Sustainment : Ordnance,162300,10,3,,,76.90123364,37.07953768,6,6.00581,
6978,582,喀喇昆仑公路 / قاراقۇرۇم تاشيولى,9195,Engineer Equipment : Armored Engineer Recon Vehicle (AERV),131300,15,3,98,,75.1723326,38.74265947,6,6.00582,
6990,583,Памирский тракт - Pamir Highway,9196,Sustainment : Transportation,163600,10,3,,,73.47531328,38.85632454,6,6.00583,
7002,584,吐和高速 / تۇرپان-خوتەن سۇرئەتلىك یولى‎,9197,Operation : Law Enforcement Operation,131500,40,3,,,77.54144515,37.90298734,6,6.00584,
7014,585,吐和高速 / تۇرپان-خوتەن سۇرئەتلىك یولى‎,9198,Operation : Law Enforcement Operation : ATF,131501,40,3,,,77.54340888,37.90126592,6,6.00585,
7026,586,三莎高速 / ئاچال - يەكەن يۇقىرى سۈرئەتلىك يولى,9199,Intelligence : Jamming,150800,10,3,,,77.67107559,39.27527626,6,6.00586,
7038,587,三莎高速 / ئاچال - يەكەن يۇقىرى سۈرئەتلىك يولى,9200,Intelligence : Intercept (Search and Recording),150600,10,3,,,77.67173588,39.27580813,6,6.00587,
7050,588,阿勒泰—塔什库尔干,9201,Sea Mine-General : Exercise Mine-General : Exercise Mine-Bottom,110801,36,3,,,77.66471017,39.1843594,6,6.00588,
7062,589,Торокулова Хамракула улица,9202,Infrastructure : Transportation : Traffic Inspection Facility,121312,20,3,,,72.25879378,41.43231938,6,6.00589,
7074,590,Шымкент-Алматы,9204,Infrastructure : Transportation : Tunnel,121313,20,3,,,73.02335916,42.88549905,6,6.0059,
7086,591,Алматы-Шымкент,9205,,,40,7,,,73.43065306,42.99436031,6,6.00591,
7098,592,улица Иният Модубаев,9206,Civilian (Land Civilian),110000,11,3,,,75.35918979,40.99414121,6,6.00592,
7110,593,улица Э.Матыева,9207,Protection : Engineer,161695,10,3,98,,74.56643335,41.97580149,6,6.00593,
7122,594,吐和高速 / تۇرپان-خوتەن سۇرئەتلىك یولى‎,9208,Military (Space) : Orbiter Shuttle,110400,5,3,,,82.57726858,41.66812381,6,6.00594,
7134,595,吐和高速 / تۇرپان-خوتەن سۇرئەتلىك یولى‎,9209,Military (Space) : Planet Lander,110300,5,3,,,82.65194377,41.68164519,6,6.00595,
7146,596,阿克苏-阿图什公路 / ئاقسۇ - ئاتۇش  تاشېۇلى,9210,Device Domain : Contractor,150300,60,3,,,78.68442756,40.05821119,6,6.00596,
7158,597,улица Конокказы Даниярова,9211,Sustainment : Medical,161300,10,3,,,77.21121394,42.17009847,6,6.00597,
7170,598,р. Шолак,9212,,,35,9,,,75.64353018,44.25922337,6,6.00598,
7182,599,улица Бурундайская,9213,Infrastructure : Energy Facility : Generation Station,120502,20,3,,,77.62277577,44.15125543,6,6.00599,
7194,600,улица Бурундайская,9214,Infrastructure : Energy Facility : Natural Gas Facility,120503,20,3,,,77.62274777,44.15113942,6,6.006,
7206,601,р.Чилик,9215,Weapon/Weapon System : Machine Gun : Heavy,110203,15,3,98,,78.76816098,43.7266856,6,6.00601,
7218,602,р.Чилик,9216,Weapon/Weapon System : Grenade Launcher,110300,15,3,98,,78.76830137,43.72684169,6,6.00602,
7230,603,阿克苏—康西瓦,9217,Hazard Materials : Incident : Explosive Material,150104,40,3,,,80.94778336,39.133027,6,6.00603,
7242,604,兰帕南路,9218,Infrastructure : Transportation : Toll Facility,121311,20,3,,,81.44043025,36.87847327,6,6.00604,
7254,605,索达东路,9219,,,5,8,,,84.2757369,37.86982365,6,6.00605,
7266,606,,9220,Natural Event : Geologic : Volcanic Threat,170107,40,3,,,90.1811932,38.7181029,6,6.00606,
7278,607,图木舒克－沙雅公路 / تۇمشۇق - شايار تاشيۇلى,9221,Law Enforcement (Land Equipment) : US Secret Service (USSS),170800,15,3,98,,80.45310528,40.31865362,6,6.00607,
7290,608,独库公路 / مايتاغ - كۇچار تاشيۇلى,9222,Infrastructure : Postal Services : Post Office,120902,20,3,,,83.26038122,42.44570212,6,6.00608,
7302,609,连霍高速 / ليەنيۈنگاڭ - قورغاس يۇقىرى سۈرئەتلىك يولى,9223,Military (Air) : Fixed-Wing : Passenger,110131,1,3,,,82.79680995,44.56384091,6,6.00609,
7314,610,连霍高速 / ليەنيۈنگاڭ - قورغاس يۇقىرى سۈرئەتلىك يولى,9224,Military (Air) : Fixed-Wing : Very Important Person (VIP),110129,1,3,,,82.91869583,44.59559082,6,6.0061,
7326,611,伊墩高速,9225,Civilian Vehicle : Multiple Passenger Vehicle : Large Bus,160303,15,3,98,,82.64110557,43.58584763,6,6.00611,
7338,612,伊墩高速,9226,Civilian Vehicle : Utility Vehicle,160400,15,3,98,,82.64124415,43.5859438,6,6.00612,
7350,613,霍尔果斯 - 若羌,9227,,,5,7,,,86.03970412,43.04058096,6,6.00613,
7362,614,独库公路 / مايتاغ - كۇچار تاشيۇلى,9228,Law Enforcement (Land Units) : Customs Service,200300,10,3,,1.00E+19,84.41554157,43.74165891,6,6.00614,
7374,615,218国道,9229,Weapon/Weapon System : Air Defense Missile Launcher : Light Tactical Landing Approach Radar (TELAR),111103,15,3,98,,87.65492901,40.65273636,6,6.00615,
7386,616,乌若高速,9230,Fires : Air Defense : Main Gun System,130101,10,3,,,88.23432399,40.27757874,6,6.00616,
7398,617,连霍高速 / ليەنيۈنگاڭ - قورغاس يۇقىرى سۈرئەتلىك يولى,9231,Law Enforcement (Land Equipment) : Border Patrol,170200,15,3,98,,86.86187571,44.14841424,6,6.00617,
7410,618,连霍高速 / ليەنيۈنگاڭ - قورغاس يۇقىرى سۈرئەتلىك يولى,9232,Law Enforcement (Land Equipment) : FBI,170600,15,3,98,,86.86152135,44.1487756,6,6.00618,
7422,619,五克高速 / ئۈرۈمچى - قاراماي يۇقىرى سۈرئەتلىك يولى,9233,Sea Mine-General : Exercise Mine-General : Exercise Mine-Floating,110803,36,3,,,85.76708509,44.69977193,6,6.00619,
7434,620,五克高速 / ئۈرۈمچى - قاراماي يۇقىرى سۈرئەتلىك يولى,9234,Sea Mine-General : Exercise Mine-General : Exercise Mine-Rising,110804,36,3,,,85.76716519,44.69985042,6,6.0062,
7446,621,河滩快速路,9235,,110100,52,6,,,87.67319526,44.03782662,6,6.00621,
7458,622,河滩快速路,9236,,110200,53,4,,,87.6709113,44.03567213,6,6.00622,
7470,623,连霍高速,9237,Fire Event : School Fire,140600,40,3,,,92.60394003,43.22515228,6,6.00623,
7482,624,京新高速,9238,Incident : Criminal Activity Incident : Graffiti,110107,40,3,,,92.82583296,43.79835915,6,6.00624,
7494,625,京新高速,9239,Incident : Criminal Activity Incident : Killing,110108,40,3,,,92.81711684,43.79350312,6,6.00625,
7506,626,北大高速,9240,,,1,6,,,89.4315257,45.36118642,6,6.00626,
7518,627,北大高速,9241,,,1,8,,,89.43136242,45.36138383,6,6.00627,
7530,628,улица Чкалова,9242,Civilian Vehicle : Tractor Trailer with Flatbed : Medium,160702,15,3,98,,44.61969405,47.46835796,6,6.00628,
7542,629,улица Клыкова,9243,Intelligence : Analysis,150100,10,3,98,,45.59865501,46.26275986,6,6.00629,
7554,630,улица Ленина,9244,Sea Mine-General : Neutralized : Neutralized Mine-Moored,110902,36,3,,,43.76892501,47.93003076,6,6.0063,
7566,631,Временный мост,9245,Civilian (Land Civilian) : Individual,110300,11,4,,,40.53120352,49.76952992,6,6.00631,
7578,632,«Дон»,9246,Civilian (Land Civilian) : Organization or Group,110400,11,4,,,40.53101954,49.77314498,6,6.00632,
7590,633,улица Фрунзе,9247,Natural Event : Hydro-Meteorological : Drought,170201,40,3,,,43.30257238,50.10608673,6,6.00633,
7602,634,Юбилейная улица,9248,Civilian (Land Civilian) : Killing Victims,110600,11,1,,,45.36284034,50.1469131,6,6.00634,
7614,635,«Каспий»,9249,Military (Air) : Fixed-Wing : Bomber,110103,1,3,,,42.12854537,51.20091275,6,6.00635,
7626,636,улица Степана Разина,9250,,,20,6,,,41.46981899,51.43609223,6,6.00636,
7638,637,,9251,Civilian (Sea Subsurface),120000,35,4,,,40.63906613,52.06677677,6,6.00637,
7650,638,,9252,Weapon/Weapon System : Surface-to-Surface Missile Launcher : Light,111301,15,3,98,,43.20154158,53.0142212,6,6.00638,
7662,639,Тамбов - Ртищево - Саратов,9253,Other Equipment : Antennae,200100,15,3,98,,44.44660889,52.01097146,6,6.00639,
7674,640,Мост,9254,Protection : Security : Mechanized,141701,10,3,,,45.336683,52.37968814,6,6.0064,
7686,641,Нижний Новгород — Арзамас — Саранск — Исса — Пенза — Саратов,9255,Civilian (Sea Surface) : Merchant Ship : Container Ship,140102,30,3,,,44.7610146,53.71937959,6,6.00641,
7698,642,Шоссейная улица,9256,Fires : Mortar : Armored/Mechanized/Tracked,160800,10,3,95,,42.23517432,56.21679214,6,6.00642,
7710,643,Шоссейная улица,9257,Protection : CBRN Defense : Mechanized,161695,10,3,98,,42.24233842,56.21658658,6,6.00643,
7722,644,«Холмогоры»,9258,MILCO : Moored : Moored-Confidence-Level 2,140302,36,3,,,40.21130626,58.30638684,6,6.00644,
7734,645,Центральная улица,9259,Installation : Emergency Operation : Fire Station,112201,20,3,,,42.39117762,57.80575847,6,6.00645,
7746,646,Центральная улица,9260,Weapon/Weapon System : Surface-to-Surface Missile Launcher,111300,15,3,98,,45.46645466,58.68947097,6,6.00646,
7758,647,улица П. Виноградова,9261,Military (Space) : Reconnaissance Satellite,111500,5,3,,,42.4338316,61.48158687,6,6.00647,
7770,648,улица Маршала Конева,9262,Operation : Law Enforcement Operation : Prison,131508,40,3,,,43.13008909,59.75504684,6,6.00648,
7782,649,«Холмогоры»,9263,Fused Track (Sea Surface),160000,30,3,,,41.47014095,64.17012105,6,6.00649,
7794,650,Доссор — Бейнеу,9264,Unspecified,0,35,1,,,54.57580732,46.05868944,6,6.0065,
7806,651,Доссор — Бейнеу,9265,Military (Sea Subsurface),110000,35,1,,,54.57580732,46.05868944,6,6.00651,
7818,652,Кушумский канал,9266,Operation : Emergency Operation,131200,40,3,,,51.84815423,49.23816303,6,6.00652,
7830,653,улица Махамбета Отемисова,9267,Movement and Maneuver : Combined Arms,121000,10,3,,,53.20276525,47.49475936,6,6.00653,
7842,654,р. Шийли,9268,,,60,2,,,52.73454923,50.25402245,6,6.00654,
7854,655,Шоссейная улица,9269,Sea Mine-General : Exercise Mine-General : Exercise Mine-Bottom,110801,36,1,,,47.15949884,53.11553589,6,6.00655,
7866,656,Сызранская обводная дорога,9270,Fires : Mortar : Armored/Mechanized/Tracked,130801,10,3,95,,48.01557231,52.45713682,6,6.00656,
7878,657,Шоссейная улица,9271,Law Enforcement (Land Units) : DOJ,163600,10,3,,,50.56192965,52.33371315,6,6.00657,
7890,658,,9272,Sustainment : Religious Support,163100,10,3,,1.00E+19,47.03882202,54.37358475,6,6.00658,
7902,659,,9273,Military Combatant : Amphibious Warfare Ship : Landing Ship,120307,30,3,,,47.52865669,54.94729311,6,6.00659,
7914,660,«Урал»,9274,Civilian Vehicle : Multiple Passenger Vehicle : Small Bus,160302,15,3,98,,51.73978462,54.01491972,6,6.0066,
7926,661,Казанский проспект,9275,Infection : NAPT : NAPT with C2,120201,60,3,,,50.50651051,55.68595911,6,6.00661,
7938,662,Казанский проспект,9276,Infection : NAPT : NAPT with Self Propagation,120202,60,3,,,50.50642728,55.68582302,6,6.00662,
7950,663,Южная улица,9277,Intelligence : Sensor,163996,10,3,,,51.20378595,55.19888996,6,6.00663,
7962,664,"Подъезд к г. Оренбургу от а/д М-5 """"Урал""""",9278,Weapon/Weapon System : Antitank Missile Launcher : Light,111201,15,3,98,,53.38258229,52.27986611,6,6.00664,
7974,665,Шоссейная улица,9279,Civilian (Land Civilian) : Environmental Protection,110100,11,4,,,54.18578232,53.21411837,6,6.00665,
7986,666,Центральная улица,9280,Military (Sea Subsurface),110000,35,3,,,52.22544403,56.38845658,6,6.00666,
7998,667,улица Ленина,9281,Other Equipment : Computer System,200500,15,3,98,,53.90794735,55.47346992,6,6.00667,
8010,668,,9282,Civilian (Sea Surface) : Law Enforcement Vessel,140300,30,3,,,62.02574048,51.8312499,6,6.00668,
8022,669,«Урал»,9283,Infrastructure : Commercial : Landfill,120307,20,3,,,59.02071987,54.98603741,6,6.00669,
8034,670,,9284,Military (Sea Subsurface) : Submarine,110100,35,3,,,62.59581025,53.67348343,6,6.0067,
8046,671,р. Убаган,9285,,,40,5,,,64.58617422,52.31051247,6,6.00671,
8058,672,р. Жабай,9286,Sustainment : Railhead,162400,10,3,,,67.39140333,51.92290968,6,6.00672,
8070,673,,9287,Movement and Maneuver : Armor/Armored/Mechanized/Self-Propelled/Tracked : Amphibious,120502,10,3,,,46.93166679,58.3156912,6,6.00673,
8082,674,улица Революции,9288,Weapon/Weapon System : Antitank Missile Launcher,111200,15,3,98,,47.96437443,57.53403038,6,6.00674,
8094,675,Республиканская улица,9289,Operation : Emergency Operation : Emergency Staging Area,131207,40,3,,,49.69221381,60.20499294,6,6.00675,
8106,676,улица Трудовых Резервов,9290,Operation : Meeting,131000,40,3,,,52.46695325,58.8080425,6,6.00676,
8118,677,улица Пушиной,9291,Intelligence : Search,160895,10,3,,,53.441466,57.60715234,6,6.00677,
8130,678,Екатеринбург — Серов,9292,Device Type : Core Router,140100,60,3,,,60.26175591,58.73505147,6,6.00678,
8142,679,улица Механошина,9293,Operation : Law Enforcement Operation : Internal Security Force,131513,40,3,,,60.78692424,60.73768721,6,6.00679,
8154,680,"Югра""""",9294,Installation : Emergency Operation : Emergency Medical Operation,112202,20,3,,,64.86087416,61.21235044,6,6.0068,
8166,681,Кызылорда-Павлодар,9295,Sustainment : NATO Supply Class IV,163698,10,3,,,68.7869465,48.14579404,6,6.00681,
8178,682,р. Ишим,9296,Protection : CBRN Defense : Reconnaissance Armored,140104,10,3,,,72.62877772,50.55549146,6,6.00682,
8190,683,р. Ишим,9297,Protection : CBRN Defense : Reconnaissance Equipped,140105,10,3,,,72.628923,50.55554707,6,6.00683,
8202,684,р. Шерубайнура,9298,Installation : Warehouse/Storage Facility,112000,20,3,,,73.680535,48.75875563,6,6.00684,
8214,685,Кокшетау — Кишкенеколь — Бидаикское,9299,,,15,9,,,71.36643692,53.67135761,6,6.00685,
8226,686,шоссе Алаш,9300,Fire Event : Wild Fire,140800,40,3,,,74.14782888,51.70283675,6,6.00686,
8238,687,шоссе Алаш,9301,Hazard Materials : Incident,150100,40,3,,,74.14795033,51.70295281,6,6.00687,
8250,688,улица Пушкина,9302,Military (Sea Subsurface) : Diver,110500,35,1,,,69.28458025,55.48645585,6,6.00688,
8262,689,,9303,MILCO : Bottom : Bottom-Confidence-Level 5,140205,36,3,,,70.57640282,56.24778843,6,6.00689,
8274,690,Омск — Павлодар,9304,Command and Control : Information Operations,110400,10,3,,,75.91081001,53.13051166,6,6.0069,
8286,691,Павлодар - Семей,9305,Device Domain : Department of Defense (DoD),150100,60,3,,,78.45183678,51.30970893,6,6.00691,
8298,692,Павлодар - Кулунда,9306,Operation : Emergency Operation : Emergency Incident Command Center,131203,40,3,,,80.15399179,52.51849922,6,6.00692,
8310,693,Омск — Черлак — граница с Республикой Казахстан,9307,Protection : Dog,140500,10,3,98,,74.45332741,54.43383266,6,6.00693,
8322,694,«Иртыш»,9308,Weapon/Weapon System : Air Defense Gun,110500,15,3,98,,76.46921621,55.2281465,6,6.00694,
8334,695,р. Кусак,9309,Sustainment : NATO Supply Class V,150498,10,3,,,81.76995983,46.97945664,6,6.00695,
8346,696,奎阿高速 / كۇيتۇن-ئالتاي يۇقىرى سۈرئەتلىك يولى,9310,Transportation Incident : Wheeled Vehicle Explosion,160500,40,3,,,82.82051639,46.69191498,6,6.00696,
8358,697,улица Касым Кайсенова,9311,,110300,54,4,,,81.65672921,50.13130497,6,6.00697,
8370,698,红墩路,9312,Transportation Incident : Air,160100,40,3,,,86.24497427,46.77147154,6,6.00698,
8382,699,奎阿高速 / كۈيتۇن - ئالتاي يۇقىرى سۈرئەتلىك يولى,9313,Natural Event : Geologic : Subsidence,170105,40,3,,,86.21479473,46.74713772,6,6.00699,
8394,700,阿勒泰—塔什库尔干,9314,Civilian (Air),120000,1,3,,,86.54331657,46.99893344,6,6.007,
8406,701,улица Энергетиков,9315,Operation : Emergency Operation : Emergency Operations Center,131204,40,3,,,86.9009764,50.41432612,6,6.00701,
8418,702,,9316,Military (Air) : Fixed-Wing : Communications,110119,1,3,,,90.5916365,48.51343975,6,6.00702,
8430,703,,9317,,,1,2,,,82.52582828,52.36682808,6,6.00703,
8442,704,Кемерово — Новокузнецк,9318,Infrastructure : Transportation : Ship Yard,121310,20,3,,,86.34875294,54.53043181,6,6.00704,
8454,705,Кемерово — Новокузнецк,9319,Infrastructure : Transportation : Sea Port/Naval Base,121309,20,3,,,86.34898026,54.53052392,6,6.00705,
8466,706,улица Кравченко,9320,,,10,6,,,89.45600851,56.1620093,6,6.00706,
8478,707,Спортивная улица,9321,Land Mines : Antitank Mine,210300,15,3,98,,69.09509122,58.93938135,6,6.00707,
8490,708,"Иртыш""""",9322,Fires : Field Artillery Observer,130400,10,3,,,70.00562118,60.34041613,6,6.00708,
8502,709,Нефтеюганское шоссе,9323,,,35,6,,,71.67696348,60.16389411,6,6.00709,
8514,710,,9324,Utility Vehicles : Tow Truck : Heavy,141202,15,3,98,,71.21548533,60.93999461,6,6.0071,
8526,711,Сургут — Салехард,9325,Operation : Emergency Operation : Emergency Collection Evacuation Point,131201,40,3,,,74.61574989,63.46100897,6,6.00711,
8538,712,Шоссейная улица,9326,Natural Event : Infestation : Bird,170301,40,3,,,77.74110312,65.24478498,6,6.00712,
8550,713,ถนนเลี่ยงเมือง,9328,Operation : Infiltration,130900,40,3,,,99.37171592,11.07500026,6,6.00713,
8562,714,ถนนเลี่ยงเมือง,9329,Operation : Military Information Support Operation (MISO),130200,40,3,,,99.40219394,11.18917144,6,6.00714,
8574,715,သမုတ်-လွတ်လွတ်တံတား Thamoke-LoutLout Bridge,9330,Civilian (Land Civilian) : Spy,110800,11,6,,,98.9619904,11.43047454,6,6.00715,
8586,716,Lebuhraya Utara–Selatan,9331,Naval : Naval,162400,10,3,,,102.7002879,2.148533983,6,6.00716,
8598,717,Lebuhraya Utara–Selatan,9332,Fused Track (Sea Subsurface),150000,35,4,,,102.6690436,2.153892851,6,6.00717,
8610,718,Lebuhraya Pantai Timur 2,9333,Weapon/Weapon System : Air Defense Gun : Heavy,110503,15,3,98,,103.164591,3.810550753,6,6.00718,
8622,719,Lebuhraya Pantai Timur 2,9334,Weapon/Weapon System : Antitank Gun : Medium,110602,15,3,98,,103.1639644,3.812630473,6,6.00719,
8634,720,Jl. Paralel Perbatasan,9336,Installation : Gray List Location,111000,20,3,,,111.863494,0.95568619,6,6.0072,
8646,721,Yangon-Pathein Road,9337,Operation : Exfiltration,130800,40,3,,,94.70739375,19.54623914,6,6.00721,
8658,722,အာဇာနည်လမ်း,9338,Weapon/Weapon System : Machine Gun : Medium,110202,15,3,98,,98.18102424,14.4515295,6,6.00722,
