origin,name,joinID,symbolname,symbolentity,symbolset,identity,specialentitysubtype,sidc,x,y,sequence,order,time
705,Кемерово — Новокузнецк,9319,Infrastructure : Transportation : Sea Port/Naval Base,121309,20,3,,,9623078.059,7241776.524,5,5.00705,
705,Кемерово — Новокузнецк,9319,Infrastructure : Transportation : Sea Port/Naval Base,121309,20,3,,,9612324.513,7271278.375,6,6.00705,
705,Кемерово — Новокузнецк,9319,Infrastructure : Transportation : Sea Port/Naval Base,121309,20,3,,,9603492.113,7300420.401,7,7.00705,
705,Кемерово — Новокузнецк,9319,Infrastructure : Transportation : Sea Port/Naval Base,121309,20,3,,,9601725.997,7329581.486,8,8.00705,
705,Кемерово — Новокузнецк,9319,Infrastructure : Transportation : Sea Port/Naval Base,121309,20,3,,,9608929.899,7359457.248,9,9.00705,
705,Кемерово — Новокузнецк,9319,Infrastructure : Transportation : Sea Port/Naval Base,121309,20,3,,,9598712.194,7389544.704,10,10.00705,
705,Кемерово — Новокузнецк,9319,Infrastructure : Transportation : Sea Port/Naval Base,121309,20,3,,,9589168.115,7419309.196,11,11.00705,
705,Кемерово — Новокузнецк,9319,Infrastructure : Transportation : Sea Port/Naval Base,121309,20,3,,,9589168.115,7419309.196,12,12.00705,
706,улица Кравченко,9320,,,10,6,,,9759367.591,7579919.659,1,1.00706,
706,улица Кравченко,9320,,,10,6,,,9798092.915,7596716.246,2,2.00706,
706,улица Кравченко,9320,,,10,6,,,9839865.242,7590988.086,3,3.00706,
706,улица Кравченко,9320,,,10,6,,,9880013.308,7578430.22,4,4.00706,
706,улица Кравченко,9320,,,10,6,,,9918578.6,7572145.028,5,5.00706,
706,улица Кравченко,9320,,,10,6,,,9958197.315,7590734.958,6,6.00706,
706,улица Кравченко,9320,,,10,6,,,10000644.21,7598945.387,7,7.00706,
706,улица Кравченко,9320,,,10,6,,,10041308.1,7615360.577,8,8.00706,
706,улица Кравченко,9320,,,10,6,,,10078213.84,7608336.645,9,9.00706,
706,улица Кравченко,9320,,,10,6,,,10118138.01,7613892.494,10,10.00706,
706,улица Кравченко,9320,,,10,6,,,10156714.68,7599568.649,11,11.00706,
706,улица Кравченко,9320,,,10,6,,,10156714.68,7599568.649,12,12.00706,
707,Спортивная улица,9321,Land Mines : Antitank Mine,210300,15,3,98,,7602262.48,8028546.635,1,1.00707,
707,Спортивная улица,9321,Land Mines : Antitank Mine,210300,15,3,98,,7616672.552,8057311.115,2,2.00707,
707,Спортивная улица,9321,Land Mines : Antitank Mine,210300,15,3,98,,7643721.914,8076563.393,3,3.00707,
707,Спортивная улица,9321,Land Mines : Antitank Mine,210300,15,3,98,,7659517.336,8107927.956,4,4.00707,
707,Спортивная улица,9321,Land Mines : Antitank Mine,210300,15,3,98,,7676297.7,8136382.17,5,5.00707,
707,Спортивная улица,9321,Land Mines : Antitank Mine,210300,15,3,98,,7691630.371,8167296.389,6,6.00707,
707,Спортивная улица,9321,Land Mines : Antitank Mine,210300,15,3,98,,7684563.296,8199409.527,7,7.00707,
707,Спортивная улица,9321,Land Mines : Antitank Mine,210300,15,3,98,,7675742.873,8231316.059,8,8.00707,
707,Спортивная улица,9321,Land Mines : Antitank Mine,210300,15,3,98,,7682711.433,8260892.906,9,9.00707,
707,Спортивная улица,9321,Land Mines : Antitank Mine,210300,15,3,98,,7703382.915,8286884.132,10,10.00707,
707,Спортивная улица,9321,Land Mines : Antitank Mine,210300,15,3,98,,7726518.587,8309859.964,11,11.00707,
707,Спортивная улица,9321,Land Mines : Antitank Mine,210300,15,3,98,,7726518.587,8309859.964,12,12.00707,
708,"Иртыш""""",9322,Fires : Field Artillery Observer,130400,10,3,,,7759383.251,8617631.677,1,1.00708,
708,"Иртыш""""",9322,Fires : Field Artillery Observer,130400,10,3,,,7778504.624,8593336.528,2,2.00708,
708,"Иртыш""""",9322,Fires : Field Artillery Observer,130400,10,3,,,7792188.907,8567527.511,3,3.00708,
708,"Иртыш""""",9322,Fires : Field Artillery Observer,130400,10,3,,,7793673.001,8537047.796,4,4.00708,
708,"Иртыш""""",9322,Fires : Field Artillery Observer,130400,10,3,,,7793089.963,8506176.928,5,5.00708,
708,"Иртыш""""",9322,Fires : Field Artillery Observer,130400,10,3,,,7792990.102,8475920.906,6,6.00708,
708,"Иртыш""""",9322,Fires : Field Artillery Observer,130400,10,3,,,7791372.331,8446637.087,7,7.00708,
708,"Иртыш""""",9322,Fires : Field Artillery Observer,130400,10,3,,,7788433.694,8417780.752,8,8.00708,
708,"Иртыш""""",9322,Fires : Field Artillery Observer,130400,10,3,,,7797506.897,8388970.021,9,9.00708,
708,"Иртыш""""",9322,Fires : Field Artillery Observer,130400,10,3,,,7803505.06,8361366.012,10,10.00708,
708,"Иртыш""""",9322,Fires : Field Artillery Observer,130400,10,3,,,7802418.264,8331633.063,11,11.00708,
708,"Иртыш""""",9322,Fires : Field Artillery Observer,130400,10,3,,,7802418.264,8331633.063,12,12.00708,
709,Нефтеюганское шоссе,9323,,,35,6,,,7802418.264,8331633.063,1,1.00709,
709,Нефтеюганское шоссе,9323,,,35,6,,,7843286.64,8344308.217,2,2.00709,
709,Нефтеюганское шоссе,9323,,,35,6,,,7885506.109,8355530.512,3,3.00709,
709,Нефтеюганское шоссе,9323,,,35,6,,,7920941.497,8378119.476,4,4.00709,
709,Нефтеюганское шоссе,9323,,,35,6,,,7948018.719,8408227.675,5,5.00709,
709,Нефтеюганское шоссе,9323,,,35,6,,,7979043.076,8436317.851,6,6.00709,
709,Нефтеюганское шоссе,9323,,,35,6,,,8009846.248,8465806.42,7,7.00709,
709,Нефтеюганское шоссе,9323,,,35,6,,,8042580.614,8490171.364,8,8.00709,
709,Нефтеюганское шоссе,9323,,,35,6,,,8060188.936,8528500.017,9,9.00709,
709,Нефтеюганское шоссе,9323,,,35,6,,,8080156.442,8565636.902,10,10.00709,
709,Нефтеюганское шоссе,9323,,,35,6,,,8103091.452,8596609.755,11,11.00709,
709,Нефтеюганское шоссе,9323,,,35,6,,,8103091.452,8596609.755,12,12.00709,
710,,9324,Utility Vehicles : Tow Truck : Heavy,141202,15,3,98,,7759383.251,8617631.677,1,1.0071,
710,,9324,Utility Vehicles : Tow Truck : Heavy,141202,15,3,98,,7791609.962,8633813.032,2,2.0071,
710,,9324,Utility Vehicles : Tow Truck : Heavy,141202,15,3,98,,7825281.849,8645569.826,3,3.0071,
710,,9324,Utility Vehicles : Tow Truck : Heavy,141202,15,3,98,,7860290.074,8634574.043,4,4.0071,
710,,9324,Utility Vehicles : Tow Truck : Heavy,141202,15,3,98,,7892230.048,8617171.243,5,5.0071,
710,,9324,Utility Vehicles : Tow Truck : Heavy,141202,15,3,98,,7927671.563,8612058.067,6,6.0071,
710,,9324,Utility Vehicles : Tow Truck : Heavy,141202,15,3,98,,7958307.04,8594059.514,7,7.0071,
710,,9324,Utility Vehicles : Tow Truck : Heavy,141202,15,3,98,,7989821.807,8604406.259,8,8.0071,
710,,9324,Utility Vehicles : Tow Truck : Heavy,141202,15,3,98,,8012497.579,8620826.017,9,9.0071,
710,,9324,Utility Vehicles : Tow Truck : Heavy,141202,15,3,98,,8047485.629,8617442.161,10,10.0071,
710,,9324,Utility Vehicles : Tow Truck : Heavy,141202,15,3,98,,8082331.558,8622028.7,11,11.0071,
710,,9324,Utility Vehicles : Tow Truck : Heavy,141202,15,3,98,,8082331.558,8622028.7,12,12.0071,
711,Сургут — Салехард,9325,Operation : Emergency Operation : Emergency Collection Evacuation Point,131201,40,3,,,8209142.002,8889780.141,1,1.00711,
711,Сургут — Салехард,9325,Operation : Emergency Operation : Emergency Collection Evacuation Point,131201,40,3,,,8216793.115,8958560.646,2,2.00711,
711,Сургут — Салехард,9325,Operation : Emergency Operation : Emergency Collection Evacuation Point,131201,40,3,,,8259338.022,9011585.499,3,3.00711,
711,Сургут — Салехард,9325,Operation : Emergency Operation : Emergency Collection Evacuation Point,131201,40,3,,,8274052.783,9082599.971,4,4.00711,
711,Сургут — Салехард,9325,Operation : Emergency Operation : Emergency Collection Evacuation Point,131201,40,3,,,8304919.942,9145094.619,5,5.00711,
711,Сургут — Салехард,9325,Operation : Emergency Operation : Emergency Collection Evacuation Point,131201,40,3,,,8306187.283,9214194.63,6,6.00711,
711,Сургут — Салехард,9325,Operation : Emergency Operation : Emergency Collection Evacuation Point,131201,40,3,,,8305817.099,9287979.072,7,7.00711,
711,Сургут — Салехард,9325,Operation : Emergency Operation : Emergency Collection Evacuation Point,131201,40,3,,,8335330.387,9348014.517,8,8.00711,
711,Сургут — Салехард,9325,Operation : Emergency Operation : Emergency Collection Evacuation Point,131201,40,3,,,8390206.88,9388254.15,9,9.00711,
711,Сургут — Салехард,9325,Operation : Emergency Operation : Emergency Collection Evacuation Point,131201,40,3,,,8444999.021,9425088.155,10,10.00711,
711,Сургут — Салехард,9325,Operation : Emergency Operation : Emergency Collection Evacuation Point,131201,40,3,,,8505495.148,9460407.963,11,11.00711,
711,Сургут — Салехард,9325,Operation : Emergency Operation : Emergency Collection Evacuation Point,131201,40,3,,,8505495.148,9460407.963,12,12.00711,
712,Шоссейная улица,9326,Natural Event : Infestation : Bird,170301,40,3,,,8505769.472,9460834.449,1,1.00712,
712,Шоссейная улица,9326,Natural Event : Infestation : Bird,170301,40,3,,,8548656.376,9479631.843,2,2.00712,
712,Шоссейная улица,9326,Natural Event : Infestation : Bird,170301,40,3,,,8581609.76,9524048.811,3,3.00712,
712,Шоссейная улица,9326,Natural Event : Infestation : Bird,170301,40,3,,,8616898.847,9571703.216,4,4.00712,
712,Шоссейная улица,9326,Natural Event : Infestation : Bird,170301,40,3,,,8653855.293,9616067.18,5,5.00712,
712,Шоссейная улица,9326,Natural Event : Infestation : Bird,170301,40,3,,,8654100.013,9673146.326,6,6.00712,
712,Шоссейная улица,9326,Natural Event : Infestation : Bird,170301,40,3,,,8658933.574,9731864.868,7,7.00712,
712,Шоссейная улица,9326,Natural Event : Infestation : Bird,170301,40,3,,,8682801.541,9785745.748,8,8.00712,
712,Шоссейная улица,9326,Natural Event : Infestation : Bird,170301,40,3,,,8702951.065,9839014.178,9,9.00712,
712,Шоссейная улица,9326,Natural Event : Infestation : Bird,170301,40,3,,,8669245.227,9870085.64,10,10.00712,
712,Шоссейная улица,9326,Natural Event : Infestation : Bird,170301,40,3,,,8610271.546,9875915.852,11,11.00712,
712,Шоссейная улица,9326,Natural Event : Infestation : Bird,170301,40,3,,,8610271.546,9875915.852,12,12.00712,
713,ถนนเลี่ยงเมือง,9328,Operation : Infiltration,130900,40,3,,,11095986.36,911018.3539,1,1.00713,
713,ถนนเลี่ยงเมือง,9328,Operation : Infiltration,130900,40,3,,,11058317.5,967770.338,2,2.00713,
713,ถนนเลี่ยงเมือง,9328,Operation : Infiltration,130900,40,3,,,11037348.3,1035324.544,3,3.00713,
713,ถนนเลี่ยงเมือง,9328,Operation : Infiltration,130900,40,3,,,11027646.36,1107370.731,4,4.00713,
713,ถนนเลี่ยงเมือง,9328,Operation : Infiltration,130900,40,3,,,11033546.18,1179409.387,5,5.00713,
713,ถนนเลี่ยงเมือง,9328,Operation : Infiltration,130900,40,3,,,11062008.82,1240613.143,6,6.00713,
713,ถนนเลี่ยงเมือง,9328,Operation : Infiltration,130900,40,3,,,11095553.21,1304264.607,7,7.00713,
713,ถนนเลี่ยงเมือง,9328,Operation : Infiltration,130900,40,3,,,11117595.4,1373422.823,8,8.00713,
713,ถนนเลี่ยงเมือง,9328,Operation : Infiltration,130900,40,3,,,11123643.45,1442815.449,9,9.00713,
713,ถนนเลี่ยงเมือง,9328,Operation : Infiltration,130900,40,3,,,11110223.86,1509618.675,10,10.00713,
713,ถนนเลี่ยงเมือง,9328,Operation : Infiltration,130900,40,3,,,11152362.45,1547555.396,11,11.00713,
713,ถนนเลี่ยงเมือง,9328,Operation : Infiltration,130900,40,3,,,11152362.45,1547555.396,12,12.00713,
714,ถนนเลี่ยงเมือง,9329,Operation : Military Information Support Operation (MISO),130200,40,3,,,11177288.84,1541032.922,1,1.00714,
714,ถนนเลี่ยงเมือง,9329,Operation : Military Information Support Operation (MISO),130200,40,3,,,11114959.01,1531700.39,2,2.00714,
714,ถนนเลี่ยงเมือง,9329,Operation : Military Information Support Operation (MISO),130200,40,3,,,11124349.9,1463884.461,3,3.00714,
714,ถนนเลี่ยงเมือง,9329,Operation : Military Information Support Operation (MISO),130200,40,3,,,11123091.7,1390909.624,4,4.00714,
714,ถนนเลี่ยงเมือง,9329,Operation : Military Information Support Operation (MISO),130200,40,3,,,11105653.24,1317527.079,5,5.00714,
714,ถนนเลี่ยงเมือง,9329,Operation : Military Information Support Operation (MISO),130200,40,3,,,11065401.61,1253566.341,6,6.00714,
714,ถนนเลี่ยงเมือง,9329,Operation : Military Information Support Operation (MISO),130200,40,3,,,11038767.61,1186649.425,7,7.00714,
714,ถนนเลี่ยงเมือง,9329,Operation : Military Information Support Operation (MISO),130200,40,3,,,11028224.88,1116411.339,8,8.00714,
714,ถนนเลี่ยงเมือง,9329,Operation : Military Information Support Operation (MISO),130200,40,3,,,11037017.1,1041646.286,9,9.00714,
714,ถนนเลี่ยงเมือง,9329,Operation : Military Information Support Operation (MISO),130200,40,3,,,11057938.68,971425.9027,10,10.00714,
714,ถนนเลี่ยงเมือง,9329,Operation : Military Information Support Operation (MISO),130200,40,3,,,11095020.03,911233.6984,11,11.00714,
714,ถนนเลี่ยงเมือง,9329,Operation : Military Information Support Operation (MISO),130200,40,3,,,11095020.03,911233.6984,12,12.00714,
715,သမုတ်-လွတ်လွတ်တံတား Thamoke-LoutLout Bridge,9330,Civilian (Land Civilian) : Spy,110800,11,6,,,10970624.74,1116999.483,1,1.00715,
715,သမုတ်-လွတ်လွတ်တံတား Thamoke-LoutLout Bridge,9330,Civilian (Land Civilian) : Spy,110800,11,6,,,10978168.86,1157082,2,2.00715,
715,သမုတ်-လွတ်လွတ်တံတား Thamoke-LoutLout Bridge,9330,Civilian (Land Civilian) : Spy,110800,11,6,,,10972500.88,1192901.864,3,3.00715,
715,သမုတ်-လွတ်လွတ်တံတား Thamoke-LoutLout Bridge,9330,Civilian (Land Civilian) : Spy,110800,11,6,,,10992806.35,1221525.672,4,4.00715,
715,သမုတ်-လွတ်လွတ်တံတား Thamoke-LoutLout Bridge,9330,Civilian (Land Civilian) : Spy,110800,11,6,,,10993748.37,1257933.834,5,5.00715,
715,သမုတ်-လွတ်လွတ်တံတား Thamoke-LoutLout Bridge,9330,Civilian (Land Civilian) : Spy,110800,11,6,,,11016398.38,1280960.058,6,6.00715,
715,သမုတ်-လွတ်လွတ်တံတား Thamoke-LoutLout Bridge,9330,Civilian (Land Civilian) : Spy,110800,11,6,,,11031178.03,1314463.879,7,7.00715,
715,သမုတ်-လွတ်လွတ်တံတား Thamoke-LoutLout Bridge,9330,Civilian (Land Civilian) : Spy,110800,11,6,,,11021121.74,1349564.139,8,8.00715,
715,သမုတ်-လွတ်လွတ်တံတား Thamoke-LoutLout Bridge,9330,Civilian (Land Civilian) : Spy,110800,11,6,,,10998710.25,1386012.516,9,9.00715,
715,သမုတ်-လွတ်လွတ်တံတား Thamoke-LoutLout Bridge,9330,Civilian (Land Civilian) : Spy,110800,11,6,,,10989129.86,1420275.129,10,10.00715,
715,သမုတ်-လွတ်လွတ်တံတား Thamoke-LoutLout Bridge,9330,Civilian (Land Civilian) : Spy,110800,11,6,,,10981561.56,1456521.912,11,11.00715,
715,သမုတ်-လွတ်လွတ်တံတား Thamoke-LoutLout Bridge,9330,Civilian (Land Civilian) : Spy,110800,11,6,,,10981561.56,1456521.912,12,12.00715,
716,Lebuhraya Utara–Selatan,9331,Naval : Naval,162400,10,3,,,11543990.43,172992.5034,1,1.00716,
716,Lebuhraya Utara–Selatan,9331,Naval : Naval,162400,10,3,,,11520326.38,185985.6177,2,2.00716,
716,Lebuhraya Utara–Selatan,9331,Naval : Naval,162400,10,3,,,11498911.01,203105.1152,3,3.00716,
716,Lebuhraya Utara–Selatan,9331,Naval : Naval,162400,10,3,,,11477924,220302.2015,4,4.00716,
716,Lebuhraya Utara–Selatan,9331,Naval : Naval,162400,10,3,,,11456246.4,232453.727,5,5.00716,
716,Lebuhraya Utara–Selatan,9331,Naval : Naval,162400,10,3,,,11432543.75,239229.782,6,6.00716,
716,Lebuhraya Utara–Selatan,9331,Naval : Naval,162400,10,3,,,11409161.72,250689.4783,7,7.00716,
716,Lebuhraya Utara–Selatan,9331,Naval : Naval,162400,10,3,,,11384476.72,261205.4223,8,8.00716,
716,Lebuhraya Utara–Selatan,9331,Naval : Naval,162400,10,3,,,11365129.79,278095.1693,9,9.00716,
716,Lebuhraya Utara–Selatan,9331,Naval : Naval,162400,10,3,,,11348917.46,299049.1244,10,10.00716,
716,Lebuhraya Utara–Selatan,9331,Naval : Naval,162400,10,3,,,11330907.02,317045.6867,11,11.00716,
716,Lebuhraya Utara–Selatan,9331,Naval : Naval,162400,10,3,,,11330907.02,317045.6867,12,12.00716,
717,Lebuhraya Utara–Selatan,9332,Fused Track (Sea Subsurface),150000,35,4,,,11330930.67,316965.3819,1,1.00717,
717,Lebuhraya Utara–Selatan,9332,Fused Track (Sea Subsurface),150000,35,4,,,11348290.63,299095.6575,2,2.00717,
717,Lebuhraya Utara–Selatan,9332,Fused Track (Sea Subsurface),150000,35,4,,,11364327.48,279223.4999,3,3.00717,
717,Lebuhraya Utara–Selatan,9332,Fused Track (Sea Subsurface),150000,35,4,,,11382952.54,262635.0221,4,4.00717,
717,Lebuhraya Utara–Selatan,9332,Fused Track (Sea Subsurface),150000,35,4,,,11406450.23,251490.1148,5,5.00717,
717,Lebuhraya Utara–Selatan,9332,Fused Track (Sea Subsurface),150000,35,4,,,11429065.66,239826.7492,6,6.00717,
717,Lebuhraya Utara–Selatan,9332,Fused Track (Sea Subsurface),150000,35,4,,,11452807.98,231151.3308,7,7.00717,
717,Lebuhraya Utara–Selatan,9332,Fused Track (Sea Subsurface),150000,35,4,,,11473511.96,222320.0654,8,8.00717,
717,Lebuhraya Utara–Selatan,9332,Fused Track (Sea Subsurface),150000,35,4,,,11495481.95,207732.2716,9,9.00717,
717,Lebuhraya Utara–Selatan,9332,Fused Track (Sea Subsurface),150000,35,4,,,11515484.15,190362.3219,10,10.00717,
717,Lebuhraya Utara–Selatan,9332,Fused Track (Sea Subsurface),150000,35,4,,,11537711.82,176201.0758,11,11.00717,
717,Lebuhraya Utara–Selatan,9332,Fused Track (Sea Subsurface),150000,35,4,,,11537711.82,176201.0758,12,12.00717,
718,Lebuhraya Pantai Timur 2,9333,Weapon/Weapon System : Air Defense Gun : Heavy,110503,15,3,98,,11467397.03,594131.8476,1,1.00718,
718,Lebuhraya Pantai Timur 2,9333,Weapon/Weapon System : Air Defense Gun : Heavy,110503,15,3,98,,11474934.17,555909.735,2,2.00718,
718,Lebuhraya Pantai Timur 2,9333,Weapon/Weapon System : Air Defense Gun : Heavy,110503,15,3,98,,11500586.75,528845.707,3,3.00718,
718,Lebuhraya Pantai Timur 2,9333,Weapon/Weapon System : Air Defense Gun : Heavy,110503,15,3,98,,11508079.11,490873.3027,4,4.00718,
718,Lebuhraya Pantai Timur 2,9333,Weapon/Weapon System : Air Defense Gun : Heavy,110503,15,3,98,,11497986.33,455039.9964,5,5.00718,
718,Lebuhraya Pantai Timur 2,9333,Weapon/Weapon System : Air Defense Gun : Heavy,110503,15,3,98,,11484229.73,424501.6229,6,6.00718,
718,Lebuhraya Pantai Timur 2,9333,Weapon/Weapon System : Air Defense Gun : Heavy,110503,15,3,98,,11450799.43,409966.8496,7,7.00718,
718,Lebuhraya Pantai Timur 2,9333,Weapon/Weapon System : Air Defense Gun : Heavy,110503,15,3,98,,11415922.16,396534.0884,8,8.00718,
718,Lebuhraya Pantai Timur 2,9333,Weapon/Weapon System : Air Defense Gun : Heavy,110503,15,3,98,,11377078.13,393358.1196,9,9.00718,
718,Lebuhraya Pantai Timur 2,9333,Weapon/Weapon System : Air Defense Gun : Heavy,110503,15,3,98,,11343238.03,385678.6689,10,10.00718,
718,Lebuhraya Pantai Timur 2,9333,Weapon/Weapon System : Air Defense Gun : Heavy,110503,15,3,98,,11323033.38,360915.3614,11,11.00718,
718,Lebuhraya Pantai Timur 2,9333,Weapon/Weapon System : Air Defense Gun : Heavy,110503,15,3,98,,11323033.38,360915.3614,12,12.00718,
719,Lebuhraya Pantai Timur 2,9334,Weapon/Weapon System : Antitank Gun : Medium,110602,15,3,98,,11323299.14,360941.9983,1,1.00719,
719,Lebuhraya Pantai Timur 2,9334,Weapon/Weapon System : Antitank Gun : Medium,110602,15,3,98,,11343446.46,386171.307,2,2.00719,
719,Lebuhraya Pantai Timur 2,9334,Weapon/Weapon System : Antitank Gun : Medium,110602,15,3,98,,11377544.85,393324.2156,3,3.00719,
719,Lebuhraya Pantai Timur 2,9334,Weapon/Weapon System : Antitank Gun : Medium,110602,15,3,98,,11416154.37,396860.4091,4,4.00719,
719,Lebuhraya Pantai Timur 2,9334,Weapon/Weapon System : Antitank Gun : Medium,110602,15,3,98,,11451033.18,410176.7232,5,5.00719,
719,Lebuhraya Pantai Timur 2,9334,Weapon/Weapon System : Antitank Gun : Medium,110602,15,3,98,,11484159.98,424733.6496,6,6.00719,
719,Lebuhraya Pantai Timur 2,9334,Weapon/Weapon System : Antitank Gun : Medium,110602,15,3,98,,11497879.09,455169.5414,7,7.00719,
719,Lebuhraya Pantai Timur 2,9334,Weapon/Weapon System : Antitank Gun : Medium,110602,15,3,98,,11508108.35,490934.872,8,8.00719,
719,Lebuhraya Pantai Timur 2,9334,Weapon/Weapon System : Antitank Gun : Medium,110602,15,3,98,,11500571.62,528840.8268,9,9.00719,
719,Lebuhraya Pantai Timur 2,9334,Weapon/Weapon System : Antitank Gun : Medium,110602,15,3,98,,11474896.79,555825.8853,10,10.00719,
719,Lebuhraya Pantai Timur 2,9334,Weapon/Weapon System : Antitank Gun : Medium,110602,15,3,98,,11467393.5,593963.0926,11,11.00719,
719,Lebuhraya Pantai Timur 2,9334,Weapon/Weapon System : Antitank Gun : Medium,110602,15,3,98,,11467393.5,593963.0926,12,12.00719,
720,Jl. Paralel Perbatasan,9336,Installation : Gray List Location,111000,20,3,,,12570656.83,98404.8344,1,1.0072,
720,Jl. Paralel Perbatasan,9336,Installation : Gray List Location,111000,20,3,,,12555179.97,115466.3554,2,2.0072,
720,Jl. Paralel Perbatasan,9336,Installation : Gray List Location,111000,20,3,,,12529177.76,125271.7175,3,3.0072,
720,Jl. Paralel Perbatasan,9336,Installation : Gray List Location,111000,20,3,,,12500676.34,123340.9314,4,4.0072,
720,Jl. Paralel Perbatasan,9336,Installation : Gray List Location,111000,20,3,,,12475624.04,123660.3366,5,5.0072,
720,Jl. Paralel Perbatasan,9336,Installation : Gray List Location,111000,20,3,,,12452587.2,106391.4335,6,6.0072,
720,Jl. Paralel Perbatasan,9336,Installation : Gray List Location,111000,20,3,,,12433933.1,87347.4791,7,7.0072,
720,Jl. Paralel Perbatasan,9336,Installation : Gray List Location,111000,20,3,,,12407697.32,94676.2127,8,8.0072,
720,Jl. Paralel Perbatasan,9336,Installation : Gray List Location,111000,20,3,,,12385091.72,104772.8915,9,9.0072,
720,Jl. Paralel Perbatasan,9336,Installation : Gray List Location,111000,20,3,,,12357396.02,98312.0829,10,10.0072,
720,Jl. Paralel Perbatasan,9336,Installation : Gray List Location,111000,20,3,,,12334966.98,89180.4377,11,11.0072,
720,Jl. Paralel Perbatasan,9336,Installation : Gray List Location,111000,20,3,,,12334966.98,89180.4377,12,12.0072,
721,Yangon-Pathein Road,9337,Operation : Exfiltration,130800,40,3,,,10582198.4,2534198.503,1,1.00721,
721,Yangon-Pathein Road,9337,Operation : Exfiltration,130800,40,3,,,10566424.52,2466420.121,2,2.00721,
721,Yangon-Pathein Road,9337,Operation : Exfiltration,130800,40,3,,,10518753.54,2416143.951,3,3.00721,
721,Yangon-Pathein Road,9337,Operation : Exfiltration,130800,40,3,,,10513411.77,2347142.914,4,4.00721,
721,Yangon-Pathein Road,9337,Operation : Exfiltration,130800,40,3,,,10528291.56,2282688.555,5,5.00721,
721,Yangon-Pathein Road,9337,Operation : Exfiltration,130800,40,3,,,10542778.85,2219353.489,6,6.00721,
721,Yangon-Pathein Road,9337,Operation : Exfiltration,130800,40,3,,,10566870.79,2154645.461,7,7.00721,
721,Yangon-Pathein Road,9337,Operation : Exfiltration,130800,40,3,,,10582057.27,2086679.16,8,8.00721,
721,Yangon-Pathein Road,9337,Operation : Exfiltration,130800,40,3,,,10586670.86,2018834.39,9,9.00721,
721,Yangon-Pathein Road,9337,Operation : Exfiltration,130800,40,3,,,10582630.42,1954249.722,10,10.00721,
721,Yangon-Pathein Road,9337,Operation : Exfiltration,130800,40,3,,,10548745.42,1897659.422,11,11.00721,
721,Yangon-Pathein Road,9337,Operation : Exfiltration,130800,40,3,,,10548745.42,1897659.422,12,12.00721,
722,အာဇာနည်လမ်း,9338,Weapon/Weapon System : Machine Gun : Medium,110202,15,3,98,,10981394.69,1456811.944,1,1.00722,
722,အာဇာနည်လမ်း,9338,Weapon/Weapon System : Machine Gun : Medium,110202,15,3,98,,10977166.07,1492194.5,2,2.00722,
722,အာဇာနည်လမ်း,9338,Weapon/Weapon System : Machine Gun : Medium,110202,15,3,98,,10956171.94,1525861.17,3,3.00722,
722,အာဇာနည်လမ်း,9338,Weapon/Weapon System : Machine Gun : Medium,110202,15,3,98,,10940386.95,1552388.894,4,4.00722,
722,အာဇာနည်လမ်း,9338,Weapon/Weapon System : Machine Gun : Medium,110202,15,3,98,,10933228.89,1589590.205,5,5.00722,
722,အာဇာနည်လမ်း,9338,Weapon/Weapon System : Machine Gun : Medium,110202,15,3,98,,10929461.62,1626070.844,6,6.00722,
722,အာဇာနည်လမ်း,9338,Weapon/Weapon System : Machine Gun : Medium,110202,15,3,98,,10919728.5,1661132.696,7,7.00722,
722,အာဇာနည်လမ်း,9338,Weapon/Weapon System : Machine Gun : Medium,110202,15,3,98,,10903867.11,1696260.713,8,8.00722,
722,အာဇာနည်လမ်း,9338,Weapon/Weapon System : Machine Gun : Medium,110202,15,3,98,,10895252.16,1728687.018,9,9.00722,
722,အာဇာနည်လမ်း,9338,Weapon/Weapon System : Machine Gun : Medium,110202,15,3,98,,10889370.64,1764699.87,10,10.00722,
722,အာဇာနည်လမ်း,9338,Weapon/Weapon System : Machine Gun : Medium,110202,15,3,98,,10879043.37,1800992.69,11,11.00722,
722,အာဇာနည်လမ်း,9338,Weapon/Weapon System : Machine Gun : Medium,110202,15,3,98,,10879043.37,1800992.69,12,12.00722,
723,ถนนสามัคคีชัย,9339,Military (Sea Subsurface) : Other Submersible,110200,35,4,,,11266182.54,1892064.696,1,1.00723,
723,ถนนสามัคคีชัย,9339,Military (Sea Subsurface) : Other Submersible,110200,35,4,,,11260742.97,1866735.508,2,2.00723,
723,ถนนสามัคคีชัย,9339,Military (Sea Subsurface) : Other Submersible,110200,35,4,,,11251907.22,1842503.094,3,3.00723,
723,ถนนสามัคคีชัย,9339,Military (Sea Subsurface) : Other Submersible,110200,35,4,,,11248317.69,1819987.673,4,4.00723,
723,ถนนสามัคคีชัย,9339,Military (Sea Subsurface) : Other Submersible,110200,35,4,,,11246156.63,1796065.884,5,5.00723,
723,ถนนสามัคคีชัย,9339,Military (Sea Subsurface) : Other Submersible,110200,35,4,,,11246044.86,1769555.411,6,6.00723,
723,ถนนสามัคคีชัย,9339,Military (Sea Subsurface) : Other Submersible,110200,35,4,,,11250018.6,1744171.832,7,7.00723,
723,ถนนสามัคคีชัย,9339,Military (Sea Subsurface) : Other Submersible,110200,35,4,,,11257132.15,1720274.374,8,8.00723,
