trackField,sequence,time,message,long,lat
NW1195,2,1:00:02 AM,Position 2 for NW1195.,-73,-70
NW1196,2,1:00:02 AM,Position 2 for NW1196.,-73,-71
NW1197,2,1:00:02 AM,Position 2 for NW1197.,-73,-72
NW1198,2,1:00:02 AM,Position 2 for NW1198.,-73,-73
NW1199,2,1:00:02 AM,Position 2 for NW1199.,-73,-74
NW1200,2,1:00:02 AM,Position 2 for NW1200.,-73,-75
NW1201,2,1:00:02 AM,Position 2 for NW1201.,-74,-26
NW1202,2,1:00:02 AM,Position 2 for NW1202.,-74,-27
NW1203,2,1:00:02 AM,Position 2 for NW1203.,-74,-28
NW1204,2,1:00:02 AM,Position 2 for NW1204.,-74,-29
NW1205,2,1:00:02 AM,Position 2 for NW1205.,-74,-30
NW1206,2,1:00:02 AM,Position 2 for NW1206.,-74,-31
NW1207,2,1:00:02 AM,Position 2 for NW1207.,-74,-32
NW1208,2,1:00:02 AM,Position 2 for NW1208.,-74,-33
NW1209,2,1:00:02 AM,Position 2 for NW1209.,-74,-34
NW1210,2,1:00:02 AM,Position 2 for NW1210.,-74,-35
NW1211,2,1:00:02 AM,Position 2 for NW1211.,-74,-36
NW1212,2,1:00:02 AM,Position 2 for NW1212.,-74,-37
NW1213,2,1:00:02 AM,Position 2 for NW1213.,-74,-38
NW1214,2,1:00:02 AM,Position 2 for NW1214.,-74,-39
NW1215,2,1:00:02 AM,Position 2 for NW1215.,-74,-40
NW1216,2,1:00:02 AM,Position 2 for NW1216.,-74,-41
NW1217,2,1:00:02 AM,Position 2 for NW1217.,-74,-42
NW1218,2,1:00:02 AM,Position 2 for NW1218.,-74,-43
NW1219,2,1:00:02 AM,Position 2 for NW1219.,-74,-44
NW1220,2,1:00:02 AM,Position 2 for NW1220.,-74,-45
NW1221,2,1:00:02 AM,Position 2 for NW1221.,-74,-46
NW1222,2,1:00:02 AM,Position 2 for NW1222.,-74,-47
NW1223,2,1:00:02 AM,Position 2 for NW1223.,-74,-48
NW1224,2,1:00:02 AM,Position 2 for NW1224.,-74,-49
NW1225,2,1:00:02 AM,Position 2 for NW1225.,-74,-50
NW1226,2,1:00:02 AM,Position 2 for NW1226.,-74,-51
NW1227,2,1:00:02 AM,Position 2 for NW1227.,-74,-52
NW1228,2,1:00:02 AM,Position 2 for NW1228.,-74,-53
NW1229,2,1:00:02 AM,Position 2 for NW1229.,-74,-54
NW1230,2,1:00:02 AM,Position 2 for NW1230.,-74,-55
NW1231,2,1:00:02 AM,Position 2 for NW1231.,-74,-56
NW1232,2,1:00:02 AM,Position 2 for NW1232.,-74,-57
NW1233,2,1:00:02 AM,Position 2 for NW1233.,-74,-58
NW1234,2,1:00:02 AM,Position 2 for NW1234.,-74,-59
NW1235,2,1:00:02 AM,Position 2 for NW1235.,-74,-60
NW1236,2,1:00:02 AM,Position 2 for NW1236.,-74,-61
NW1237,2,1:00:02 AM,Position 2 for NW1237.,-74,-62
NW1238,2,1:00:02 AM,Position 2 for NW1238.,-74,-63
NW1239,2,1:00:02 AM,Position 2 for NW1239.,-74,-64
NW1240,2,1:00:02 AM,Position 2 for NW1240.,-74,-65
NW1241,2,1:00:02 AM,Position 2 for NW1241.,-74,-66
NW1242,2,1:00:02 AM,Position 2 for NW1242.,-74,-67
NW1243,2,1:00:02 AM,Position 2 for NW1243.,-74,-68
NW1244,2,1:00:02 AM,Position 2 for NW1244.,-74,-69
NW1245,2,1:00:02 AM,Position 2 for NW1245.,-74,-70
NW1246,2,1:00:02 AM,Position 2 for NW1246.,-74,-71
NW1247,2,1:00:02 AM,Position 2 for NW1247.,-74,-72
NW1248,2,1:00:02 AM,Position 2 for NW1248.,-74,-73
NW1249,2,1:00:02 AM,Position 2 for NW1249.,-74,-74
NW1250,2,1:00:02 AM,Position 2 for NW1250.,-74,-75
NW1251,2,1:00:02 AM,Position 2 for NW1251.,-75,-26
NW1252,2,1:00:02 AM,Position 2 for NW1252.,-75,-27
NW1253,2,1:00:02 AM,Position 2 for NW1253.,-75,-28
NW1254,2,1:00:02 AM,Position 2 for NW1254.,-75,-29
NW1255,2,1:00:02 AM,Position 2 for NW1255.,-75,-30
NW1256,2,1:00:02 AM,Position 2 for NW1256.,-75,-31
NW1257,2,1:00:02 AM,Position 2 for NW1257.,-75,-32
NW1258,2,1:00:02 AM,Position 2 for NW1258.,-75,-33
NW1259,2,1:00:02 AM,Position 2 for NW1259.,-75,-34
NW1260,2,1:00:02 AM,Position 2 for NW1260.,-75,-35
NW1261,2,1:00:02 AM,Position 2 for NW1261.,-75,-36
NW1262,2,1:00:02 AM,Position 2 for NW1262.,-75,-37
NW1263,2,1:00:02 AM,Position 2 for NW1263.,-75,-38
NW1264,2,1:00:02 AM,Position 2 for NW1264.,-75,-39
NW1265,2,1:00:02 AM,Position 2 for NW1265.,-75,-40
NW1266,2,1:00:02 AM,Position 2 for NW1266.,-75,-41
NW1267,2,1:00:02 AM,Position 2 for NW1267.,-75,-42
NW1268,2,1:00:02 AM,Position 2 for NW1268.,-75,-43
NW1269,2,1:00:02 AM,Position 2 for NW1269.,-75,-44
NW1270,2,1:00:02 AM,Position 2 for NW1270.,-75,-45
NW1271,2,1:00:02 AM,Position 2 for NW1271.,-75,-46
NW1272,2,1:00:02 AM,Position 2 for NW1272.,-75,-47
NW1273,2,1:00:02 AM,Position 2 for NW1273.,-75,-48
NW1274,2,1:00:02 AM,Position 2 for NW1274.,-75,-49
NW1275,2,1:00:02 AM,Position 2 for NW1275.,-75,-50
NW1276,2,1:00:02 AM,Position 2 for NW1276.,-75,-51
NW1277,2,1:00:02 AM,Position 2 for NW1277.,-75,-52
NW1278,2,1:00:02 AM,Position 2 for NW1278.,-75,-53
NW1279,2,1:00:02 AM,Position 2 for NW1279.,-75,-54
NW1280,2,1:00:02 AM,Position 2 for NW1280.,-75,-55
NW1281,2,1:00:02 AM,Position 2 for NW1281.,-75,-56
NW1282,2,1:00:02 AM,Position 2 for NW1282.,-75,-57
NW1283,2,1:00:02 AM,Position 2 for NW1283.,-75,-58
NW1284,2,1:00:02 AM,Position 2 for NW1284.,-75,-59
NW1285,2,1:00:02 AM,Position 2 for NW1285.,-75,-60
NW1286,2,1:00:02 AM,Position 2 for NW1286.,-75,-61
NW1287,2,1:00:02 AM,Position 2 for NW1287.,-75,-62
NW1288,2,1:00:02 AM,Position 2 for NW1288.,-75,-63
NW1289,2,1:00:02 AM,Position 2 for NW1289.,-75,-64
NW1290,2,1:00:02 AM,Position 2 for NW1290.,-75,-65
NW1291,2,1:00:02 AM,Position 2 for NW1291.,-75,-66
NW1292,2,1:00:02 AM,Position 2 for NW1292.,-75,-67
NW1293,2,1:00:02 AM,Position 2 for NW1293.,-75,-68
NW1294,2,1:00:02 AM,Position 2 for NW1294.,-75,-69
NW1295,2,1:00:02 AM,Position 2 for NW1295.,-75,-70
NW1296,2,1:00:02 AM,Position 2 for NW1296.,-75,-71
NW1297,2,1:00:02 AM,Position 2 for NW1297.,-75,-72
NW1298,2,1:00:02 AM,Position 2 for NW1298.,-75,-73
NW1299,2,1:00:02 AM,Position 2 for NW1299.,-75,-74
NW1300,2,1:00:02 AM,Position 2 for NW1300.,-75,-75
NW1301,2,1:00:02 AM,Position 2 for NW1301.,-76,-26
NW1302,2,1:00:02 AM,Position 2 for NW1302.,-76,-27
NW1303,2,1:00:02 AM,Position 2 for NW1303.,-76,-28
NW1304,2,1:00:02 AM,Position 2 for NW1304.,-76,-29
NW1305,2,1:00:02 AM,Position 2 for NW1305.,-76,-30
NW1306,2,1:00:02 AM,Position 2 for NW1306.,-76,-31
NW1307,2,1:00:02 AM,Position 2 for NW1307.,-76,-32
NW1308,2,1:00:02 AM,Position 2 for NW1308.,-76,-33
NW1309,2,1:00:02 AM,Position 2 for NW1309.,-76,-34
NW1310,2,1:00:02 AM,Position 2 for NW1310.,-76,-35
NW1311,2,1:00:02 AM,Position 2 for NW1311.,-76,-36
NW1312,2,1:00:02 AM,Position 2 for NW1312.,-76,-37
NW1313,2,1:00:02 AM,Position 2 for NW1313.,-76,-38
NW1314,2,1:00:02 AM,Position 2 for NW1314.,-76,-39
NW1315,2,1:00:02 AM,Position 2 for NW1315.,-76,-40
NW1316,2,1:00:02 AM,Position 2 for NW1316.,-76,-41
NW1317,2,1:00:02 AM,Position 2 for NW1317.,-76,-42
NW1318,2,1:00:02 AM,Position 2 for NW1318.,-76,-43
NW1319,2,1:00:02 AM,Position 2 for NW1319.,-76,-44
NW1320,2,1:00:02 AM,Position 2 for NW1320.,-76,-45
NW1321,2,1:00:02 AM,Position 2 for NW1321.,-76,-46
NW1322,2,1:00:02 AM,Position 2 for NW1322.,-76,-47
NW1323,2,1:00:02 AM,Position 2 for NW1323.,-76,-48
NW1324,2,1:00:02 AM,Position 2 for NW1324.,-76,-49
NW1325,2,1:00:02 AM,Position 2 for NW1325.,-76,-50
NW1326,2,1:00:02 AM,Position 2 for NW1326.,-76,-51
NW1327,2,1:00:02 AM,Position 2 for NW1327.,-76,-52
NW1328,2,1:00:02 AM,Position 2 for NW1328.,-76,-53
NW1329,2,1:00:02 AM,Position 2 for NW1329.,-76,-54
NW1330,2,1:00:02 AM,Position 2 for NW1330.,-76,-55
NW1331,2,1:00:02 AM,Position 2 for NW1331.,-76,-56
NW1332,2,1:00:02 AM,Position 2 for NW1332.,-76,-57
NW1333,2,1:00:02 AM,Position 2 for NW1333.,-76,-58
NW1334,2,1:00:02 AM,Position 2 for NW1334.,-76,-59
NW1335,2,1:00:02 AM,Position 2 for NW1335.,-76,-60
NW1336,2,1:00:02 AM,Position 2 for NW1336.,-76,-61
NW1337,2,1:00:02 AM,Position 2 for NW1337.,-76,-62
NW1338,2,1:00:02 AM,Position 2 for NW1338.,-76,-63
NW1339,2,1:00:02 AM,Position 2 for NW1339.,-76,-64
NW1340,2,1:00:02 AM,Position 2 for NW1340.,-76,-65
NW1341,2,1:00:02 AM,Position 2 for NW1341.,-76,-66
NW1342,2,1:00:02 AM,Position 2 for NW1342.,-76,-67
NW1343,2,1:00:02 AM,Position 2 for NW1343.,-76,-68
NW1344,2,1:00:02 AM,Position 2 for NW1344.,-76,-69
NW1345,2,1:00:02 AM,Position 2 for NW1345.,-76,-70
NW1346,2,1:00:02 AM,Position 2 for NW1346.,-76,-71
NW1347,2,1:00:02 AM,Position 2 for NW1347.,-76,-72
NW1348,2,1:00:02 AM,Position 2 for NW1348.,-76,-73
NW1349,2,1:00:02 AM,Position 2 for NW1349.,-76,-74
NW1350,2,1:00:02 AM,Position 2 for NW1350.,-76,-75
NW1351,2,1:00:02 AM,Position 2 for NW1351.,-77,-26
NW1352,2,1:00:02 AM,Position 2 for NW1352.,-77,-27
NW1353,2,1:00:02 AM,Position 2 for NW1353.,-77,-28
NW1354,2,1:00:02 AM,Position 2 for NW1354.,-77,-29
NW1355,2,1:00:02 AM,Position 2 for NW1355.,-77,-30
NW1356,2,1:00:02 AM,Position 2 for NW1356.,-77,-31
NW1357,2,1:00:02 AM,Position 2 for NW1357.,-77,-32
NW1358,2,1:00:02 AM,Position 2 for NW1358.,-77,-33
NW1359,2,1:00:02 AM,Position 2 for NW1359.,-77,-34
NW1360,2,1:00:02 AM,Position 2 for NW1360.,-77,-35
NW1361,2,1:00:02 AM,Position 2 for NW1361.,-77,-36
NW1362,2,1:00:02 AM,Position 2 for NW1362.,-77,-37
NW1363,2,1:00:02 AM,Position 2 for NW1363.,-77,-38
NW1364,2,1:00:02 AM,Position 2 for NW1364.,-77,-39
NW1365,2,1:00:02 AM,Position 2 for NW1365.,-77,-40
NW1366,2,1:00:02 AM,Position 2 for NW1366.,-77,-41
NW1367,2,1:00:02 AM,Position 2 for NW1367.,-77,-42
NW1368,2,1:00:02 AM,Position 2 for NW1368.,-77,-43
NW1369,2,1:00:02 AM,Position 2 for NW1369.,-77,-44
NW1370,2,1:00:02 AM,Position 2 for NW1370.,-77,-45
NW1371,2,1:00:02 AM,Position 2 for NW1371.,-77,-46
NW1372,2,1:00:02 AM,Position 2 for NW1372.,-77,-47
NW1373,2,1:00:02 AM,Position 2 for NW1373.,-77,-48
NW1374,2,1:00:02 AM,Position 2 for NW1374.,-77,-49
NW1375,2,1:00:02 AM,Position 2 for NW1375.,-77,-50
NW1376,2,1:00:02 AM,Position 2 for NW1376.,-77,-51
NW1377,2,1:00:02 AM,Position 2 for NW1377.,-77,-52
NW1378,2,1:00:02 AM,Position 2 for NW1378.,-77,-53
NW1379,2,1:00:02 AM,Position 2 for NW1379.,-77,-54
NW1380,2,1:00:02 AM,Position 2 for NW1380.,-77,-55
NW1381,2,1:00:02 AM,Position 2 for NW1381.,-77,-56
NW1382,2,1:00:02 AM,Position 2 for NW1382.,-77,-57
NW1383,2,1:00:02 AM,Position 2 for NW1383.,-77,-58
NW1384,2,1:00:02 AM,Position 2 for NW1384.,-77,-59
NW1385,2,1:00:02 AM,Position 2 for NW1385.,-77,-60
NW1386,2,1:00:02 AM,Position 2 for NW1386.,-77,-61
NW1387,2,1:00:02 AM,Position 2 for NW1387.,-77,-62
NW1388,2,1:00:02 AM,Position 2 for NW1388.,-77,-63
NW1389,2,1:00:02 AM,Position 2 for NW1389.,-77,-64
NW1390,2,1:00:02 AM,Position 2 for NW1390.,-77,-65
NW1391,2,1:00:02 AM,Position 2 for NW1391.,-77,-66
NW1392,2,1:00:02 AM,Position 2 for NW1392.,-77,-67
NW1393,2,1:00:02 AM,Position 2 for NW1393.,-77,-68
NW1394,2,1:00:02 AM,Position 2 for NW1394.,-77,-69
NW1395,2,1:00:02 AM,Position 2 for NW1395.,-77,-70
NW1396,2,1:00:02 AM,Position 2 for NW1396.,-77,-71
NW1397,2,1:00:02 AM,Position 2 for NW1397.,-77,-72
NW1398,2,1:00:02 AM,Position 2 for NW1398.,-77,-73
NW1399,2,1:00:02 AM,Position 2 for NW1399.,-77,-74
NW1400,2,1:00:02 AM,Position 2 for NW1400.,-77,-75
NW1401,2,1:00:02 AM,Position 2 for NW1401.,-78,-26
NW1402,2,1:00:02 AM,Position 2 for NW1402.,-78,-27
NW1403,2,1:00:02 AM,Position 2 for NW1403.,-78,-28
NW1404,2,1:00:02 AM,Position 2 for NW1404.,-78,-29
NW1405,2,1:00:02 AM,Position 2 for NW1405.,-78,-30
NW1406,2,1:00:02 AM,Position 2 for NW1406.,-78,-31
NW1407,2,1:00:02 AM,Position 2 for NW1407.,-78,-32
NW1408,2,1:00:02 AM,Position 2 for NW1408.,-78,-33
NW1409,2,1:00:02 AM,Position 2 for NW1409.,-78,-34
NW1410,2,1:00:02 AM,Position 2 for NW1410.,-78,-35
NW1411,2,1:00:02 AM,Position 2 for NW1411.,-78,-36
NW1412,2,1:00:02 AM,Position 2 for NW1412.,-78,-37
NW1413,2,1:00:02 AM,Position 2 for NW1413.,-78,-38
NW1414,2,1:00:02 AM,Position 2 for NW1414.,-78,-39
NW1415,2,1:00:02 AM,Position 2 for NW1415.,-78,-40
NW1416,2,1:00:02 AM,Position 2 for NW1416.,-78,-41
NW1417,2,1:00:02 AM,Position 2 for NW1417.,-78,-42
NW1418,2,1:00:02 AM,Position 2 for NW1418.,-78,-43
NW1419,2,1:00:02 AM,Position 2 for NW1419.,-78,-44
NW1420,2,1:00:02 AM,Position 2 for NW1420.,-78,-45
NW1421,2,1:00:02 AM,Position 2 for NW1421.,-78,-46
NW1422,2,1:00:02 AM,Position 2 for NW1422.,-78,-47
NW1423,2,1:00:02 AM,Position 2 for NW1423.,-78,-48
NW1424,2,1:00:02 AM,Position 2 for NW1424.,-78,-49
NW1425,2,1:00:02 AM,Position 2 for NW1425.,-78,-50
NW1426,2,1:00:02 AM,Position 2 for NW1426.,-78,-51
NW1427,2,1:00:02 AM,Position 2 for NW1427.,-78,-52
NW1428,2,1:00:02 AM,Position 2 for NW1428.,-78,-53
NW1429,2,1:00:02 AM,Position 2 for NW1429.,-78,-54
NW1430,2,1:00:02 AM,Position 2 for NW1430.,-78,-55
NW1431,2,1:00:02 AM,Position 2 for NW1431.,-78,-56
NW1432,2,1:00:02 AM,Position 2 for NW1432.,-78,-57
NW1433,2,1:00:02 AM,Position 2 for NW1433.,-78,-58
NW1434,2,1:00:02 AM,Position 2 for NW1434.,-78,-59
NW1435,2,1:00:02 AM,Position 2 for NW1435.,-78,-60
NW1436,2,1:00:02 AM,Position 2 for NW1436.,-78,-61
NW1437,2,1:00:02 AM,Position 2 for NW1437.,-78,-62
NW1438,2,1:00:02 AM,Position 2 for NW1438.,-78,-63
NW1439,2,1:00:02 AM,Position 2 for NW1439.,-78,-64
NW1440,2,1:00:02 AM,Position 2 for NW1440.,-78,-65
NW1441,2,1:00:02 AM,Position 2 for NW1441.,-78,-66
NW1442,2,1:00:02 AM,Position 2 for NW1442.,-78,-67
NW1443,2,1:00:02 AM,Position 2 for NW1443.,-78,-68
NW1444,2,1:00:02 AM,Position 2 for NW1444.,-78,-69
NW1445,2,1:00:02 AM,Position 2 for NW1445.,-78,-70
NW1446,2,1:00:02 AM,Position 2 for NW1446.,-78,-71
NW1447,2,1:00:02 AM,Position 2 for NW1447.,-78,-72
NW1448,2,1:00:02 AM,Position 2 for NW1448.,-78,-73
NW1449,2,1:00:02 AM,Position 2 for NW1449.,-78,-74
NW1450,2,1:00:02 AM,Position 2 for NW1450.,-78,-75
NW1451,2,1:00:02 AM,Position 2 for NW1451.,-79,-26
NW1452,2,1:00:02 AM,Position 2 for NW1452.,-79,-27
NW1453,2,1:00:02 AM,Position 2 for NW1453.,-79,-28
NW1454,2,1:00:02 AM,Position 2 for NW1454.,-79,-29
NW1455,2,1:00:02 AM,Position 2 for NW1455.,-79,-30
NW1456,2,1:00:02 AM,Position 2 for NW1456.,-79,-31
NW1457,2,1:00:02 AM,Position 2 for NW1457.,-79,-32
NW1458,2,1:00:02 AM,Position 2 for NW1458.,-79,-33
NW1459,2,1:00:02 AM,Position 2 for NW1459.,-79,-34
NW1460,2,1:00:02 AM,Position 2 for NW1460.,-79,-35
NW1461,2,1:00:02 AM,Position 2 for NW1461.,-79,-36
NW1462,2,1:00:02 AM,Position 2 for NW1462.,-79,-37
NW1463,2,1:00:02 AM,Position 2 for NW1463.,-79,-38
NW1464,2,1:00:02 AM,Position 2 for NW1464.,-79,-39
NW1465,2,1:00:02 AM,Position 2 for NW1465.,-79,-40
NW1466,2,1:00:02 AM,Position 2 for NW1466.,-79,-41
NW1467,2,1:00:02 AM,Position 2 for NW1467.,-79,-42
NW1468,2,1:00:02 AM,Position 2 for NW1468.,-79,-43
NW1469,2,1:00:02 AM,Position 2 for NW1469.,-79,-44
NW1470,2,1:00:02 AM,Position 2 for NW1470.,-79,-45
NW1471,2,1:00:02 AM,Position 2 for NW1471.,-79,-46
NW1472,2,1:00:02 AM,Position 2 for NW1472.,-79,-47
NW1473,2,1:00:02 AM,Position 2 for NW1473.,-79,-48
NW1474,2,1:00:02 AM,Position 2 for NW1474.,-79,-49
NW1475,2,1:00:02 AM,Position 2 for NW1475.,-79,-50
NW1476,2,1:00:02 AM,Position 2 for NW1476.,-79,-51
NW1477,2,1:00:02 AM,Position 2 for NW1477.,-79,-52
NW1478,2,1:00:02 AM,Position 2 for NW1478.,-79,-53
NW1479,2,1:00:02 AM,Position 2 for NW1479.,-79,-54
NW1480,2,1:00:02 AM,Position 2 for NW1480.,-79,-55
NW1481,2,1:00:02 AM,Position 2 for NW1481.,-79,-56
NW1482,2,1:00:02 AM,Position 2 for NW1482.,-79,-57
NW1483,2,1:00:02 AM,Position 2 for NW1483.,-79,-58
NW1484,2,1:00:02 AM,Position 2 for NW1484.,-79,-59
NW1485,2,1:00:02 AM,Position 2 for NW1485.,-79,-60
NW1486,2,1:00:02 AM,Position 2 for NW1486.,-79,-61
NW1487,2,1:00:02 AM,Position 2 for NW1487.,-79,-62
NW1488,2,1:00:02 AM,Position 2 for NW1488.,-79,-63
NW1489,2,1:00:02 AM,Position 2 for NW1489.,-79,-64
NW1490,2,1:00:02 AM,Position 2 for NW1490.,-79,-65
NW1491,2,1:00:02 AM,Position 2 for NW1491.,-79,-66
NW1492,2,1:00:02 AM,Position 2 for NW1492.,-79,-67
NW1493,2,1:00:02 AM,Position 2 for NW1493.,-79,-68
NW1494,2,1:00:02 AM,Position 2 for NW1494.,-79,-69
NW1495,2,1:00:02 AM,Position 2 for NW1495.,-79,-70
NW1496,2,1:00:02 AM,Position 2 for NW1496.,-79,-71
NW1497,2,1:00:02 AM,Position 2 for NW1497.,-79,-72
NW1498,2,1:00:02 AM,Position 2 for NW1498.,-79,-73
NW1499,2,1:00:02 AM,Position 2 for NW1499.,-79,-74
NW1500,2,1:00:02 AM,Position 2 for NW1500.,-79,-75
NW1501,2,1:00:02 AM,Position 2 for NW1501.,-80,-26
NW1502,2,1:00:02 AM,Position 2 for NW1502.,-80,-27
NW1503,2,1:00:02 AM,Position 2 for NW1503.,-80,-28
NW1504,2,1:00:02 AM,Position 2 for NW1504.,-80,-29
NW1505,2,1:00:02 AM,Position 2 for NW1505.,-80,-30
NW1506,2,1:00:02 AM,Position 2 for NW1506.,-80,-31
NW1507,2,1:00:02 AM,Position 2 for NW1507.,-80,-32
NW1508,2,1:00:02 AM,Position 2 for NW1508.,-80,-33
NW1509,2,1:00:02 AM,Position 2 for NW1509.,-80,-34
NW1510,2,1:00:02 AM,Position 2 for NW1510.,-80,-35
NW1511,2,1:00:02 AM,Position 2 for NW1511.,-80,-36
NW1512,2,1:00:02 AM,Position 2 for NW1512.,-80,-37
NW1513,2,1:00:02 AM,Position 2 for NW1513.,-80,-38
NW1514,2,1:00:02 AM,Position 2 for NW1514.,-80,-39
NW1515,2,1:00:02 AM,Position 2 for NW1515.,-80,-40
NW1516,2,1:00:02 AM,Position 2 for NW1516.,-80,-41
NW1517,2,1:00:02 AM,Position 2 for NW1517.,-80,-42
NW1518,2,1:00:02 AM,Position 2 for NW1518.,-80,-43
NW1519,2,1:00:02 AM,Position 2 for NW1519.,-80,-44
NW1520,2,1:00:02 AM,Position 2 for NW1520.,-80,-45
NW1521,2,1:00:02 AM,Position 2 for NW1521.,-80,-46
NW1522,2,1:00:02 AM,Position 2 for NW1522.,-80,-47
NW1523,2,1:00:02 AM,Position 2 for NW1523.,-80,-48
NW1524,2,1:00:02 AM,Position 2 for NW1524.,-80,-49
NW1525,2,1:00:02 AM,Position 2 for NW1525.,-80,-50
NW1526,2,1:00:02 AM,Position 2 for NW1526.,-80,-51
NW1527,2,1:00:02 AM,Position 2 for NW1527.,-80,-52
NW1528,2,1:00:02 AM,Position 2 for NW1528.,-80,-53
NW1529,2,1:00:02 AM,Position 2 for NW1529.,-80,-54
NW1530,2,1:00:02 AM,Position 2 for NW1530.,-80,-55
NW1531,2,1:00:02 AM,Position 2 for NW1531.,-80,-56
NW1532,2,1:00:02 AM,Position 2 for NW1532.,-80,-57
NW1533,2,1:00:02 AM,Position 2 for NW1533.,-80,-58
NW1534,2,1:00:02 AM,Position 2 for NW1534.,-80,-59
NW1535,2,1:00:02 AM,Position 2 for NW1535.,-80,-60
NW1536,2,1:00:02 AM,Position 2 for NW1536.,-80,-61
NW1537,2,1:00:02 AM,Position 2 for NW1537.,-80,-62
NW1538,2,1:00:02 AM,Position 2 for NW1538.,-80,-63
NW1539,2,1:00:02 AM,Position 2 for NW1539.,-80,-64
NW1540,2,1:00:02 AM,Position 2 for NW1540.,-80,-65
NW1541,2,1:00:02 AM,Position 2 for NW1541.,-80,-66
NW1542,2,1:00:02 AM,Position 2 for NW1542.,-80,-67
NW1543,2,1:00:02 AM,Position 2 for NW1543.,-80,-68
NW1544,2,1:00:02 AM,Position 2 for NW1544.,-80,-69
NW1545,2,1:00:02 AM,Position 2 for NW1545.,-80,-70
NW1546,2,1:00:02 AM,Position 2 for NW1546.,-80,-71
NW1547,2,1:00:02 AM,Position 2 for NW1547.,-80,-72
NW1548,2,1:00:02 AM,Position 2 for NW1548.,-80,-73
NW1549,2,1:00:02 AM,Position 2 for NW1549.,-80,-74
NW1550,2,1:00:02 AM,Position 2 for NW1550.,-80,-75
NW1551,2,1:00:02 AM,Position 2 for NW1551.,-81,-26
NW1552,2,1:00:02 AM,Position 2 for NW1552.,-81,-27
NW1553,2,1:00:02 AM,Position 2 for NW1553.,-81,-28
NW1554,2,1:00:02 AM,Position 2 for NW1554.,-81,-29
NW1555,2,1:00:02 AM,Position 2 for NW1555.,-81,-30
NW1556,2,1:00:02 AM,Position 2 for NW1556.,-81,-31
NW1557,2,1:00:02 AM,Position 2 for NW1557.,-81,-32
NW1558,2,1:00:02 AM,Position 2 for NW1558.,-81,-33
NW1559,2,1:00:02 AM,Position 2 for NW1559.,-81,-34
NW1560,2,1:00:02 AM,Position 2 for NW1560.,-81,-35
NW1561,2,1:00:02 AM,Position 2 for NW1561.,-81,-36
NW1562,2,1:00:02 AM,Position 2 for NW1562.,-81,-37
NW1563,2,1:00:02 AM,Position 2 for NW1563.,-81,-38
NW1564,2,1:00:02 AM,Position 2 for NW1564.,-81,-39
NW1565,2,1:00:02 AM,Position 2 for NW1565.,-81,-40
NW1566,2,1:00:02 AM,Position 2 for NW1566.,-81,-41
NW1567,2,1:00:02 AM,Position 2 for NW1567.,-81,-42
NW1568,2,1:00:02 AM,Position 2 for NW1568.,-81,-43
NW1569,2,1:00:02 AM,Position 2 for NW1569.,-81,-44
NW1570,2,1:00:02 AM,Position 2 for NW1570.,-81,-45
NW1571,2,1:00:02 AM,Position 2 for NW1571.,-81,-46
NW1572,2,1:00:02 AM,Position 2 for NW1572.,-81,-47
NW1573,2,1:00:02 AM,Position 2 for NW1573.,-81,-48
NW1574,2,1:00:02 AM,Position 2 for NW1574.,-81,-49
NW1575,2,1:00:02 AM,Position 2 for NW1575.,-81,-50
NW1576,2,1:00:02 AM,Position 2 for NW1576.,-81,-51
NW1577,2,1:00:02 AM,Position 2 for NW1577.,-81,-52
NW1578,2,1:00:02 AM,Position 2 for NW1578.,-81,-53
NW1579,2,1:00:02 AM,Position 2 for NW1579.,-81,-54
NW1580,2,1:00:02 AM,Position 2 for NW1580.,-81,-55
NW1581,2,1:00:02 AM,Position 2 for NW1581.,-81,-56
NW1582,2,1:00:02 AM,Position 2 for NW1582.,-81,-57
NW1583,2,1:00:02 AM,Position 2 for NW1583.,-81,-58
NW1584,2,1:00:02 AM,Position 2 for NW1584.,-81,-59
NW1585,2,1:00:02 AM,Position 2 for NW1585.,-81,-60
NW1586,2,1:00:02 AM,Position 2 for NW1586.,-81,-61
NW1587,2,1:00:02 AM,Position 2 for NW1587.,-81,-62
NW1588,2,1:00:02 AM,Position 2 for NW1588.,-81,-63
NW1589,2,1:00:02 AM,Position 2 for NW1589.,-81,-64
NW1590,2,1:00:02 AM,Position 2 for NW1590.,-81,-65
NW1591,2,1:00:02 AM,Position 2 for NW1591.,-81,-66
NW1592,2,1:00:02 AM,Position 2 for NW1592.,-81,-67
NW1593,2,1:00:02 AM,Position 2 for NW1593.,-81,-68
NW1594,2,1:00:02 AM,Position 2 for NW1594.,-81,-69
NW1595,2,1:00:02 AM,Position 2 for NW1595.,-81,-70
NW1596,2,1:00:02 AM,Position 2 for NW1596.,-81,-71
NW1597,2,1:00:02 AM,Position 2 for NW1597.,-81,-72
NW1598,2,1:00:02 AM,Position 2 for NW1598.,-81,-73
NW1599,2,1:00:02 AM,Position 2 for NW1599.,-81,-74
NW1600,2,1:00:02 AM,Position 2 for NW1600.,-81,-75
NW1601,2,1:00:02 AM,Position 2 for NW1601.,-82,-26
NW1602,2,1:00:02 AM,Position 2 for NW1602.,-82,-27
NW1603,2,1:00:02 AM,Position 2 for NW1603.,-82,-28
NW1604,2,1:00:02 AM,Position 2 for NW1604.,-82,-29
NW1605,2,1:00:02 AM,Position 2 for NW1605.,-82,-30
