OID_,trackField,countryCode,sequence,longitude,latitude
6467,BY,17,467,22.71621724,55.37281049
7467,IT,18,467,7.62499303,43.77804198
8467,MD,19,467,23.98233584,48.597872
9467,LY,20,467,8.16582517,34.90866367
10467,GR,21,467,18.8495286,40.00980763
11467,EG,22,467,26.42100488,32.29761675
12467,GE,23,467,39.90809246,43.61482093
13467,KW,24,467,43.00395439,31.52874591
14467,TM,25,467,53.54174713,39.94873787
15467,UZ,26,467,64.42632934,43.20287688
16467,RU,27,467,66.52368249,52.70484462
17467,YE,28,467,39.3346354,17.81329357
18467,MU,29,467,53.82038527,25.97768129
19467,PK,30,467,68.20881046,33.56891959
468,UK,11,468,-11.10191148,54.8686961
1468,NO,12,468,5.93090727,61.17163244
2468,FI,13,468,20.04833335,61.45886454
3468,ES,14,468,-8.57065121,42.3528253
4468,FR,15,468,-2.50919081,50.51618659
5468,DE,16,468,8.51521905,54.08092372
6468,BY,17,468,22.73234553,55.39016926
7468,IT,18,468,7.64112132,43.80009962
8468,MD,19,468,23.99846412,48.61807539
9468,LY,20,468,8.18195345,34.9337172
10468,GR,21,468,18.86565688,40.03320698
11468,EG,22,468,26.43713317,32.32344099
12468,GE,23,468,39.92422074,43.6369387
13468,KW,24,468,43.02008268,31.55478695
14468,TM,25,468,53.55787542,39.97215814
15468,UZ,26,468,64.44245763,43.22514562
16468,RU,27,468,66.53981077,52.72335481
17468,YE,28,468,39.35076369,17.84238164
18468,MU,29,468,53.83651356,26.00514623
19468,PK,30,468,68.22493874,33.59437517
469,UK,11,469,-11.08559172,54.88621681
1469,NO,12,469,5.94722703,61.1863133
2469,FI,13,469,20.06465311,61.4734115
3469,ES,14,469,-8.55433145,42.3753267
4469,FR,15,469,-2.49287105,50.53554677
5469,DE,16,469,8.53153881,54.09878516
6469,BY,17,469,22.74866529,55.40746259
7469,IT,18,469,7.65744108,43.82207565
8469,MD,19,469,24.01478388,48.63820342
9469,LY,20,469,8.19827321,34.95867961
10469,GR,21,469,18.88197664,40.05652036
11469,EG,22,469,26.45345293,32.34917183
12469,GE,23,469,39.9405405,43.65897466
13469,KW,24,469,43.03640244,31.58073397
14469,TM,25,469,53.57419517,39.99549238
15469,UZ,26,469,64.45877739,43.24733206
16469,RU,27,469,66.55613053,52.74179548
17469,YE,28,469,39.36708345,17.87136803
18469,MU,29,469,53.85283332,26.03251324
19469,PK,30,469,68.2412585,33.61973844
470,UK,11,470,-11.06908113,54.90367066
1470,NO,12,470,5.96373762,61.2009377
2470,FI,13,470,20.0811637,61.48790248
3470,ES,14,470,-8.53782086,42.39774395
4470,FR,15,470,-2.47636046,50.55483354
5470,DE,16,470,8.5480494,54.11657852
6470,BY,17,470,22.76517588,55.42468988
7470,IT,18,470,7.67395167,43.84396928
8470,MD,19,470,24.03129447,48.65825535
9470,LY,20,470,8.2147838,34.98355001
10470,GR,21,470,18.89848723,40.07974693
11470,EG,22,470,26.46996352,32.37480833
12470,GE,23,470,39.95705109,43.68092803
13470,KW,24,470,43.05291303,31.60658601
14470,TM,25,470,53.59070576,40.01873974
15470,UZ,26,470,64.47528798,43.26943539
16470,RU,27,470,66.57264112,52.760166
17470,YE,28,470,39.38359404,17.90025164
18470,MU,29,470,53.86934391,26.0597813
19470,PK,30,470,68.25776909,33.64500847
471,UK,11,471,-11.05238036,54.92105705
1471,NO,12,471,5.98043839,61.21550511
2471,FI,13,471,20.09786447,61.50233698
3471,ES,14,471,-8.52112009,42.42007625
4471,FR,15,471,-2.45965969,50.57404623
5471,DE,16,471,8.56475017,54.13430318
6471,BY,17,471,22.78187665,55.44185054
7471,IT,18,471,7.69065244,43.86577972
8471,MD,19,471,24.04799524,48.67823048
9471,LY,20,471,8.23148457,35.00832748
10471,GR,21,471,18.915188,40.10288585
11471,EG,22,471,26.48666429,32.40034956
12471,GE,23,471,39.97375186,43.702798
13471,KW,24,471,43.0696138,31.63234213
14471,TM,25,471,53.60740654,40.04189938
15471,UZ,26,471,64.49198875,43.29145483
16471,RU,27,471,66.58934189,52.77846573
17471,YE,28,471,39.40029481,17.92903139
18471,MU,29,471,53.88604468,26.08694941
19471,PK,30,471,68.27446986,33.67018433
472,UK,11,472,-11.03549007,54.93837536
1472,NO,12,472,5.99732869,61.23001505
2472,FI,13,472,20.11475476,61.51671452
3472,ES,14,472,-8.5042298,42.4423228
4472,FR,15,472,-2.4427694,50.59318417
5472,DE,16,472,8.58164047,54.15195851
6472,BY,17,472,22.79876694,55.45894396
7472,IT,18,472,7.70754273,43.88750621
8472,MD,19,472,24.06488554,48.69812812
9472,LY,20,472,8.24837487,35.03301112
10472,GR,21,472,18.9320783,40.12593629
11472,EG,22,472,26.50355458,32.42579457
12472,GE,23,472,39.99064216,43.72458382
13472,KW,24,472,43.08650409,31.65800139
14472,TM,25,472,53.62429683,40.06497048
15472,UZ,26,472,64.50887904,43.3133896
16472,RU,27,472,66.60623219,52.79669402
17472,YE,28,472,39.4171851,17.95770616
18472,MU,29,472,53.90293497,26.11401655
19472,PK,30,472,68.29136016,33.69526512
473,UK,11,473,-11.01841092,54.955625
1473,NO,12,473,6.01440784,61.24446701
2473,FI,13,473,20.13183391,61.53103458
3473,ES,14,473,-8.48715065,42.4644828
4473,FR,15,473,-2.42569025,50.61224667
5473,DE,16,473,8.59871962,54.16954391
6473,BY,17,473,22.81584609,55.47596956
7473,IT,18,473,7.72462188,43.90914797
8473,MD,19,473,24.08196469,48.71794755
9473,LY,20,473,8.26545402,35.05760004
10473,GR,21,473,18.94915745,40.14889743
11473,EG,22,473,26.52063373,32.45114245
12473,GE,23,473,40.00772131,43.7462847
13473,KW,24,473,43.10358324,31.68356284
14473,TM,25,473,53.64137598,40.0879522
15473,UZ,26,473,64.52595819,43.3352389
16473,RU,27,473,66.62331134,52.81485024
17473,YE,28,473,39.43426425,17.98627488
18473,MU,29,473,53.92001412,26.14098171
19473,PK,30,473,68.30843931,33.72024991
474,UK,11,474,-11.00114358,54.97280537
1474,NO,12,474,6.03167517,61.2588605
2474,FI,13,474,20.14910124,61.54529669
3474,ES,14,474,-8.46988332,42.48655547
4474,FR,15,474,-2.40842292,50.63123307
5474,DE,16,474,8.61598695,54.18705876
6474,BY,17,474,22.83311343,55.49292674
7474,IT,18,474,7.74188922,43.93070423
8474,MD,19,474,24.09923202,48.73768809
9474,LY,20,474,8.28272135,35.08209334
10474,GR,21,474,18.96642478,40.17176844
11474,EG,22,474,26.53790107,32.47639226
12474,GE,23,474,40.02498864,43.76789987
13474,KW,24,474,43.12085058,31.70902554
14474,TM,25,474,53.65864331,40.11084373
15474,UZ,26,474,64.54322553,43.35700197
16474,RU,27,474,66.64057867,52.83293376
17474,YE,28,474,39.45153158,18.01473647
18474,MU,29,474,53.93728146,26.1678439
19474,PK,30,474,68.32570664,33.7451378
475,UK,11,475,-10.98368875,54.98991587
1475,NO,12,475,6.04913001,61.27319502
2475,FI,13,475,20.16655608,61.55950035
3475,ES,14,475,-8.45242848,42.50854003
4475,FR,15,475,-2.39096808,50.65014272
5475,DE,16,475,8.63344179,54.20450246
6475,BY,17,475,22.85056826,55.50981491
7475,IT,18,475,7.75934405,43.95217423
8475,MD,19,475,24.11668686,48.75734904
9475,LY,20,475,8.30017619,35.10649015
10475,GR,21,475,18.98387962,40.1945485
11475,EG,22,475,26.5553559,32.50154308
12475,GE,23,475,40.04244348,43.78942856
13475,KW,24,475,43.13830542,31.73438858
14475,TM,25,475,53.67609815,40.13364424
15475,UZ,26,475,64.56068036,43.37867803
16475,RU,27,475,66.65803351,52.85094394
17475,YE,28,475,39.46898642,18.04308985
18475,MU,29,475,53.9547363,26.19460213
19475,PK,30,475,68.34316148,33.76992788
476,UK,11,476,-10.96604709,55.00695591
1476,NO,12,476,6.06677166,61.28747008
2476,FI,13,476,20.18419774,61.57364508
3476,ES,14,476,-8.43478682,42.53043568
4476,FR,15,476,-2.37332642,50.66897494
5476,DE,16,476,8.65108344,54.22187439
6476,BY,17,476,22.86820992,55.52663349
7476,IT,18,476,7.77698571,43.97355721
8476,MD,19,476,24.13432851,48.7769297
9476,LY,20,476,8.31781784,35.13078956
10476,GR,21,476,19.00152127,40.21723681
11476,EG,22,476,26.57299756,32.526594
12476,GE,23,476,40.06008513,43.81087002
13476,KW,24,476,43.15594707,31.75965101
14476,TM,25,476,53.6937398,40.15635291
15476,UZ,26,476,64.57832202,43.40026632
16476,RU,27,476,66.67567516,52.86888016
17476,YE,28,476,39.48662808,18.07133394
18476,MU,29,476,53.97237795,26.22125539
19476,PK,30,476,68.36080313,33.79461926
477,UK,11,477,-10.94821932,55.02392491
1477,NO,12,477,6.08459944,61.3016852
2477,FI,13,477,20.20202551,61.5877304
3477,ES,14,477,-8.41695905,42.55224165
4477,FR,15,477,-2.35549865,50.68772909
5477,DE,16,477,8.66891122,54.23917397
6477,BY,17,477,22.88603769,55.5433819
7477,IT,18,477,7.79481348,43.99485241
8477,MD,19,477,24.15215629,48.79642941
9477,LY,20,477,8.33564562,35.15499072
10477,GR,21,477,19.01934905,40.23983254
11477,EG,22,477,26.59082533,32.5515441
12477,GE,23,477,40.07791291,43.83222348
13477,KW,24,477,43.17377484,31.78481193
14477,TM,25,477,53.71156758,40.17896894
15477,UZ,26,477,64.59614979,43.42176606
16477,RU,27,477,66.69350294,52.8867418
17477,YE,28,477,39.50445585,18.09946768
18477,MU,29,477,53.99020572,26.2478027
19477,PK,30,477,68.37863091,33.81921103
478,UK,11,478,-10.93020612,55.04082226
1478,NO,12,478,6.10261263,61.31583988
2478,FI,13,478,20.2200387,61.60175582
3478,ES,14,478,-8.39894586,42.57395718
4478,FR,15,478,-2.33748546,50.70640451
5478,DE,16,478,8.68692441,54.25640058
6478,BY,17,478,22.90405088,55.56005957
7478,IT,18,478,7.81282667,44.01605907
8478,MD,19,478,24.17016948,48.81584746
9478,LY,20,478,8.35365881,35.17909274
10478,GR,21,478,19.03736224,40.26233491
11478,EG,22,478,26.60883852,32.57639248
12478,GE,23,478,40.0959261,43.85348819
13478,KW,24,478,43.19178804,31.80987042
14478,TM,25,478,53.72958077,40.20149152
15478,UZ,26,478,64.61416299,43.4431765
16478,RU,27,478,66.71151613,52.90452824
17478,YE,28,478,39.52246904,18.12749
18478,MU,29,478,54.00821892,26.27424309
19478,PK,30,478,68.3966441,33.8437023
479,UK,11,479,-10.91200822,55.05764741
1479,NO,12,479,6.12081053,61.32993366
2479,FI,13,479,20.23823661,61.61572086
3479,ES,14,479,-8.38074795,42.59558148
4479,FR,15,479,-2.31928755,50.72500054
5479,DE,16,479,8.70512231,54.27355365
6479,BY,17,479,22.92224879,55.57666591
7479,IT,18,479,7.83102458,44.03717645
8479,MD,19,479,24.18836738,48.8351832
9479,LY,20,479,8.37185671,35.20309475
10479,GR,21,479,19.05556014,40.28474309
11479,EG,22,479,26.62703643,32.60113824
12479,GE,23,479,40.114124,43.87466339
13479,KW,24,479,43.20998594,31.83482555
14479,TM,25,479,53.74777867,40.22391985
15479,UZ,26,479,64.63236089,43.46449688
16479,RU,27,479,66.72971403,52.92223887
17479,YE,28,479,39.54066695,18.15539985
18479,MU,29,479,54.02641682,26.30057557
19479,PK,30,479,68.414842,33.86809219
480,UK,11,480,-10.89362633,55.07439976
1480,NO,12,480,6.13919242,61.34396604
2480,FI,13,480,20.2566185,61.62962506
3480,ES,14,480,-8.36236606,42.6171138
4480,FR,15,480,-2.30090566,50.74351655
5480,DE,16,480,8.72350421,54.29063256
6480,BY,17,480,22.94063068,55.59320036
7480,IT,18,480,7.84940647,44.05820381
8480,MD,19,480,24.20674927,48.85443593
9480,LY,20,480,8.39023861,35.22699588
10480,GR,21,480,19.07394204,40.3070563
11480,EG,22,480,26.64541832,32.62578047
12480,GE,23,480,40.1325059,43.89574834
13480,KW,24,480,43.22836783,31.85967643
14480,TM,25,480,53.76616057,40.24625313
15480,UZ,26,480,64.65074278,43.48572644
16480,RU,27,480,66.74809593,52.93987306
17480,YE,28,480,39.55904884,18.18319616
18480,MU,29,480,54.04479871,26.32679918
19480,PK,30,480,68.4332239,33.89237982
481,UK,11,481,-10.87506117,55.09107873
1481,NO,12,481,6.15775759,61.35793655
2481,FI,13,481,20.27518366,61.64346794
3481,ES,14,481,-8.3438009,42.63855338
4481,FR,15,481,-2.2823405,50.7619519
5481,DE,16,481,8.74206937,54.30763675
6481,BY,17,481,22.95919584,55.60966236
7481,IT,18,481,7.86797163,44.0791404
8481,MD,19,481,24.22531444,48.87360499
9481,LY,20,481,8.40880377,35.25079529
10481,GR,21,481,19.0925072,40.32927374
11481,EG,22,481,26.66398348,32.65031829
12481,GE,23,481,40.15107106,43.9167423
13481,KW,24,481,43.24693299,31.88442216
14481,TM,25,481,53.78472573,40.26849056
15481,UZ,26,481,64.66930794,43.50686445
16481,RU,27,481,66.76666109,52.95743022
17481,YE,28,481,39.577614,18.2108779
18481,MU,29,481,54.06336387,26.35291294
19481,PK,30,481,68.45178906,33.91656431
482,UK,11,482,-10.85631347,55.10768377
1482,NO,12,482,6.17650528,61.37184473
2482,FI,13,482,20.29393136,61.65724903
3482,ES,14,482,-8.3250532,42.65989945
4482,FR,15,482,-2.2635928,50.78030594
5482,DE,16,482,8.76081706,54.32456562
6482,BY,17,482,22.97794354,55.62605132
7482,IT,18,482,7.88671933,44.09998549
8482,MD,19,482,24.24406213,48.89268972
9482,LY,20,482,8.42755146,35.27449211
10482,GR,21,482,19.11125489,40.35139463
11482,EG,22,482,26.68273118,32.67475081
12482,GE,23,482,40.16981875,43.93764454
13482,KW,24,482,43.26568069,31.90906183
14482,TM,25,482,53.80347343,40.29063137
15482,UZ,26,482,64.68805564,43.52791015
16482,RU,27,482,66.78540879,52.97490973
17482,YE,28,482,39.5963617,18.23844402
18482,MU,29,482,54.08211157,26.3789159
19482,PK,30,482,68.47053675,33.94064478
483,UK,11,483,-10.83738398,55.12421429
1483,NO,12,483,6.19543478,61.38569009
2483,FI,13,483,20.31286085,61.67096786
3483,ES,14,483,-8.30612371,42.68115127
4483,FR,15,483,-2.24466331,50.79857804
5483,DE,16,483,8.77974656,54.34141858
6483,BY,17,483,22.99687303,55.64236671
7483,IT,18,483,7.90564882,44.12073834
8483,MD,19,483,24.26299163,48.91168945
9483,LY,20,483,8.44648096,35.29808548
10483,GR,21,483,19.13018439,40.37341817
11483,EG,22,483,26.70166067,32.69907713
12483,GE,23,483,40.18874825,43.9584543
13483,KW,24,483,43.28461019,31.93359455
14483,TM,25,483,53.82240292,40.31267475
15483,UZ,26,483,64.70698514,43.5488628
16483,RU,27,483,66.80433828,52.99231101
17483,YE,28,483,39.61529119,18.26589348
18483,MU,29,483,54.10104107,26.40480709
19483,PK,30,483,68.48946625,33.96462037
484,UK,11,484,-10.81827343,55.14066973
1484,NO,12,484,6.21454533,61.39947217
2484,FI,13,484,20.3319714,61.68462397
3484,ES,14,484,-8.28701316,42.70230808
4484,FR,15,484,-2.22555276,50.81676757
5484,DE,16,484,8.79885711,54.35819508
6484,BY,17,484,23.01598358,55.65860795
7484,IT,18,484,7.92475937,44.14139824
8484,MD,19,484,24.28210217,48.93060353
9484,LY,20,484,8.46559151,35.32157457
10484,GR,21,484,19.14929494,40.3953436
11484,EG,22,484,26.72077122,32.72329639
12484,GE,23,484,40.2078588,43.97917087
13484,KW,24,484,43.30372073,31.95801943
14484,TM,25,484,53.84151347,40.33461993
15484,UZ,26,484,64.72609568,43.56972168
16484,RU,27,484,66.82344883,53.00963344
17484,YE,28,484,39.63440174,18.29322524
18484,MU,29,484,54.12015161,26.43058556
19484,PK,30,484,68.5085768,33.98849022
485,UK,11,485,-10.79898258,55.15704954
1485,NO,12,485,6.23383617,61.4131905
2485,FI,13,485,20.35126225,61.69821691
3485,ES,14,485,-8.26772231,42.72336915
4485,FR,15,485,-2.20626192,50.8348739
5485,DE,16,485,8.81814795,54.37489453
6485,BY,17,485,23.03527443,55.67477449
7485,IT,18,485,7.94405022,44.16196444
8485,MD,19,485,24.30139302,48.94943129
9485,LY,20,485,8.48488235,35.34495853
10485,GR,21,485,19.16858578,40.41717013
11485,EG,22,485,26.74006207,32.7474077
12485,GE,23,485,40.22714964,43.99979351
13485,KW,24,485,43.32301158,31.98233559
14485,TM,25,485,53.86080431,40.35646614
15485,UZ,26,485,64.74538653,43.59048604
16485,RU,27,485,66.84273967,53.02687643
17485,YE,28,485,39.65369258,18.32043828
18485,MU,29,485,54.13944246,26.45625038
19485,PK,30,485,68.52786764,34.01225346
486,UK,11,486,-10.7795122,55.17335315
1486,NO,12,486,6.25330655,61.42684462
2486,FI,13,486,20.37073263,61.71174621
3486,ES,14,486,-8.24825193,42.74433373
4486,FR,15,486,-2.18679153,50.85289641
5486,DE,16,486,8.83761834,54.39151635
6486,BY,17,486,23.05474481,55.69086579
7486,IT,18,486,7.9635206,44.18243625
8486,MD,19,486,24.3208634,48.96817209
9486,LY,20,486,8.50435274,35.36823653
10486,GR,21,486,19.18805616,40.438897
11486,EG,22,486,26.75953245,32.7714102
12486,GE,23,486,40.24662002,44.02032152
13486,KW,24,486,43.34248196,32.00654215
14486,TM,25,486,53.8802747,40.3782126
15486,UZ,26,486,64.76485691,43.61115515
16486,RU,27,486,66.86221006,53.0440394
17486,YE,28,486,39.67316297,18.34753158
18486,MU,29,486,54.15891284,26.48180058
19486,PK,30,486,68.54733803,34.03590924
487,UK,11,487,-10.75986304,55.18958
1487,NO,12,487,6.27295571,61.44043408
2487,FI,13,487,20.39038179,61.72521141
3487,ES,14,487,-8.22860278,42.76520109
4487,FR,15,487,-2.16714238,50.87083448
5487,DE,16,487,8.85726749,54.40805999
6487,BY,17,487,23.07439397,55.7068813
7487,IT,18,487,7.98316976,44.20281293
8487,MD,19,487,24.34051256,48.98682528
9487,LY,20,487,8.52400189,35.39140772
10487,GR,21,487,19.20770532,40.46052343
11487,EG,22,487,26.77918161,32.79530303
12487,GE,23,487,40.26626918,44.04075416
13487,KW,24,487,43.36213112,32.03063823
14487,TM,25,487,53.89992385,40.39985854
15487,UZ,26,487,64.78450607,43.63172831
16487,RU,27,487,66.88185921,53.06112175
17487,YE,28,487,39.69281212,18.37450411
18487,MU,29,487,54.178562,26.50723524
19487,PK,30,487,68.56698718,34.05945671
488,UK,11,488,-10.74003589,55.20572955
1488,NO,12,488,6.29278286,61.45395841
2488,FI,13,488,20.41020894,61.73861207
3488,ES,14,488,-8.20877562,42.7859705
4488,FR,15,488,-2.14731522,50.88868749
5488,DE,16,488,8.87709464,54.42452488
6488,BY,17,488,23.09422112,55.72282046
7488,IT,18,488,8.00299691,44.22309378
8488,MD,19,488,24.36033971,49.00539022
9488,LY,20,488,8.54382904,35.41447129
10488,GR,21,488,19.22753247,40.48204867
11488,EG,22,488,26.79900876,32.81908531
12488,GE,23,488,40.28609633,44.06109073
13488,KW,24,488,43.38195827,32.05462297
14488,TM,25,488,53.91975101,40.42140321
15488,UZ,26,488,64.80433322,43.65220478
16488,RU,27,488,66.90168636,53.07812291
17488,YE,28,488,39.71263928,18.40135487
18488,MU,29,488,54.19838915,26.53255343
19488,PK,30,488,68.58681433,34.08289503
489,UK,11,489,-10.72003152,55.22180124
1489,NO,12,489,6.31278723,61.46741717
2489,FI,13,489,20.43021331,61.75194774
3489,ES,14,489,-8.18877125,42.80664123
4489,FR,15,489,-2.12731085,50.90645483
5489,DE,16,489,8.89709901,54.44091046
6489,BY,17,489,23.11422549,55.73868274
7489,IT,18,489,8.02300128,44.24327808
8489,MD,19,489,24.38034408,49.02386626
9489,LY,20,489,8.56383341,35.43742641
10489,GR,21,489,19.24753684,40.50347195
11489,EG,22,489,26.81901313,32.84275621
12489,GE,23,489,40.3061007,44.08133051
13489,KW,24,489,43.40196264,32.0784955
14489,TM,25,489,53.93975538,40.44284584
15489,UZ,26,489,64.82433759,43.67258385
16489,RU,27,489,66.92169073,53.09504228
17489,YE,28,489,39.73264365,18.42808284
18489,MU,29,489,54.21839352,26.55775421
19489,PK,30,489,68.6068187,34.10622335
490,UK,11,490,-10.69985073,55.23779454
1490,NO,12,490,6.33296803,61.4808099
2490,FI,13,490,20.4503941,61.76521797
3490,ES,14,490,-8.16859046,42.82721255
4490,FR,15,490,-2.10713006,50.9241359
5490,DE,16,490,8.91727981,54.45721617
6490,BY,17,490,23.13440628,55.75446761
7490,IT,18,490,8.04318207,44.26336515
8490,MD,19,490,24.40052488,49.04225278
9490,LY,20,490,8.58401421,35.46027225
10490,GR,21,490,19.26771764,40.52479252
11490,EG,22,490,26.83919392,32.86631486
12490,GE,23,490,40.3262815,44.1014728
13490,KW,24,490,43.42214344,32.10225497
14490,TM,25,490,53.95993617,40.46418568
15490,UZ,26,490,64.84451839,43.69286482
16490,RU,27,490,66.94187153,53.11187931
17490,YE,28,490,39.75282444,18.45468702
18490,MU,29,490,54.23857432,26.58283667
19490,PK,30,490,68.6269995,34.12944085
491,UK,11,491,-10.67949429,55.2537089
1491,NO,12,491,6.35332446,61.49413615
2491,FI,13,491,20.47075053,61.77842231
3491,ES,14,491,-8.14823403,42.84768376
4491,FR,15,491,-2.08677363,50.94173008
5491,DE,16,491,8.93763624,54.47344146
6491,BY,17,491,23.15476272,55.77017453
7491,IT,18,491,8.06353851,44.28335428
8491,MD,19,491,24.42088131,49.06054913
9491,LY,20,491,8.60437064,35.48300802
10491,GR,21,491,19.28807407,40.54600964
11491,EG,22,491,26.85955036,32.88976042
12491,GE,23,491,40.34663793,44.1215169
13491,KW,24,491,43.44249987,32.1259005
14491,TM,25,491,53.9802926,40.48542198
15491,UZ,26,491,64.86487482,43.71304697
16491,RU,27,491,66.96222796,53.1286334
17491,YE,28,491,39.77318087,18.48116642
18491,MU,29,491,54.25893075,26.60779988
19491,PK,30,491,68.64735593,34.15254669
492,UK,11,492,-10.65896303,55.26954377
1492,NO,12,492,6.37385572,61.50739548
2492,FI,13,492,20.4912818,61.79156033
3492,ES,14,492,-8.12770276,42.86805413
4492,FR,15,492,-2.06624237,50.95923678
5492,DE,16,492,8.9581675,54.48958578
6492,BY,17,492,23.17529398,55.78580296
7492,IT,18,492,8.08406977,44.30324477
8492,MD,19,492,24.44141257,49.0787547
9492,LY,20,492,8.6249019,35.50563289
10492,GR,21,492,19.30860533,40.56712257
11492,EG,22,492,26.88008162,32.91309205
12492,GE,23,492,40.36716919,44.14146212
13492,KW,24,492,43.46303113,32.14943127
14492,TM,25,492,54.00082386,40.50655399
15492,UZ,26,492,64.88540608,43.7331296
16492,RU,27,492,66.98275922,53.145304
17492,YE,28,492,39.79371213,18.50752004
18492,MU,29,492,54.27946201,26.63264293
19492,PK,30,492,68.66788719,34.17554004
493,UK,11,493,-10.63825775,55.28529863
1493,NO,12,493,6.394561,61.52058744
2493,FI,13,493,20.51198708,61.80463159
3493,ES,14,493,-8.10699748,42.88832296
4493,FR,15,493,-2.04553708,50.9766554
5493,DE,16,493,8.97887278,54.50564859
6493,BY,17,493,23.19599926,55.80135239
7493,IT,18,493,8.10477505,44.32303594
8493,MD,19,493,24.46211785,49.09686885
9493,LY,20,493,8.64560718,35.52814606
10493,GR,21,493,19.32931061,40.58813055
11493,EG,22,493,26.9007869,32.93630891
12493,GE,23,493,40.38787447,44.16130776
13493,KW,24,493,43.48373641,32.17284642
14493,TM,25,493,54.02152915,40.52758097
15493,UZ,26,493,64.90611136,43.75311201
16493,RU,27,493,67.0034645,53.16189054
17493,YE,28,493,39.81441742,18.53374689
18493,MU,29,493,54.30016729,26.65736493
19493,PK,30,493,68.68859247,34.19842008
494,UK,11,494,-10.61737926,55.30097295
1494,NO,12,494,6.41543949,61.53371161
2494,FI,13,494,20.53286557,61.81763565
3494,ES,14,494,-8.08611899,42.90848954
4494,FR,15,494,-2.02465859,50.99398534
5494,DE,16,494,8.99975127,54.52162933
6494,BY,17,494,23.21687775,55.81682228
7494,IT,18,494,8.12565354,44.34272709
8494,MD,19,494,24.48299634,49.11489097
9494,LY,20,494,8.66648567,35.55054673
10494,GR,21,494,19.3501891,40.60903285
11494,EG,22,494,26.92166539,32.95941017
12494,GE,23,494,40.40875296,44.18105313
13494,KW,24,494,43.5046149,32.1961451
14494,TM,25,494,54.04240764,40.5485022
15494,UZ,26,494,64.92698985,43.77299352
16494,RU,27,494,67.02434299,53.17839245
17494,YE,28,494,39.83529591,18.559846
18494,MU,29,494,54.32104578,26.68196495
19494,PK,30,494,68.70947096,34.22118601
495,UK,11,495,-10.59632839,55.3165662
1495,NO,12,495,6.43649037,61.54676753
2495,FI,13,495,20.55391644,61.83057209
3495,ES,14,495,-8.06506812,42.92855317
4495,FR,15,495,-2.00360772,51.01122602
5495,DE,16,495,9.02080215,54.53752748
6495,BY,17,495,23.23792862,55.83221213
7495,IT,18,495,8.14670441,44.36231756
8495,MD,19,495,24.50404722,49.13282045
9495,LY,20,495,8.68753655,35.57283412
10495,GR,21,495,19.37123998,40.62982875
11495,EG,22,495,26.94271626,32.98239502
12495,GE,23,495,40.42980384,44.20069755
13495,KW,24,495,43.52566577,32.2193265
14495,TM,25,495,54.06345851,40.56931692
15495,UZ,26,495,64.94804072,43.79277343
16495,RU,27,495,67.04539387,53.19480918
17495,YE,28,495,39.85634678,18.58581639
18495,MU,29,495,54.34209665,26.70644212
19495,PK,30,495,68.73052184,34.243837
496,UK,11,496,-10.57510596,55.33207785
1496,NO,12,496,6.45771279,61.55975479
2496,FI,13,496,20.57513887,61.84344046
3496,ES,14,496,-8.04384569,42.94851316
4496,FR,15,496,-1.98238529,51.02837685
5496,DE,16,496,9.04202457,54.55334249
6496,BY,17,496,23.25915105,55.8475214
7496,IT,18,496,8.16792684,44.38180665
8496,MD,19,496,24.52526964,49.15065666
9496,LY,20,496,8.70875897,35.59500742
10496,GR,21,496,19.3924624,40.65051751
11496,EG,22,496,26.96393869,33.00526261
12496,GE,23,496,40.45102626,44.22024034
13496,KW,24,496,43.5468882,32.24238977
14496,TM,25,496,54.08468093,40.59002443
15496,UZ,26,496,64.96926315,43.81245106
16496,RU,27,496,67.06661629,53.21114017
17496,YE,28,496,39.87756921,18.61165709
18496,MU,29,496,54.36331908,26.73079553
19496,PK,30,496,68.75174426,34.26637225
497,UK,11,497,-10.55371282,55.34750738
1497,NO,12,497,6.47910594,61.57267294
2497,FI,13,497,20.59653201,61.85624035
3497,ES,14,497,-8.02245255,42.9683688
4497,FR,15,497,-1.96099215,51.04543725
5497,DE,16,497,9.06341772,54.56907384
6497,BY,17,497,23.28054419,55.86274958
7497,IT,18,497,8.18931998,44.4011937
8497,MD,19,497,24.54666279,49.16839901
9497,LY,20,497,8.73015212,35.61706585
10497,GR,21,497,19.41385555,40.67109842
11497,EG,22,497,26.98533183,33.02801215
12497,GE,23,497,40.47241941,44.23968083
13497,KW,24,497,43.56828134,32.26533409
14497,TM,25,497,54.10607408,40.61062399
15497,UZ,26,497,64.99065629,43.83202572
16497,RU,27,497,67.08800944,53.22738487
17497,YE,28,497,39.89896235,18.63736713
18497,MU,29,497,54.38471222,26.7550243
19497,PK,30,497,68.77313741,34.28879096
498,UK,11,498,-10.5321498,55.36285427
1498,NO,12,498,6.50066896,61.58552155
2498,FI,13,498,20.61809503,61.86897133
3498,ES,14,498,-8.00088953,42.98811943
4498,FR,15,498,-1.93942913,51.06240664
5498,DE,16,498,9.08498074,54.58472099
6498,BY,17,498,23.30210721,55.87789618
7498,IT,18,498,8.210883,44.42047804
8498,MD,19,498,24.56822581,49.18604688
9498,LY,20,498,8.75171514,35.63900864
10498,GR,21,498,19.43541857,40.69157076
11498,EG,22,498,27.00689485,33.05064281
12498,GE,23,498,40.49398243,44.25901834
13498,KW,24,498,43.58984437,32.28815864
14498,TM,25,498,54.1276371,40.63111488
15498,UZ,26,498,65.01221931,43.85149674
16498,RU,27,498,67.10957246,53.24354274
